case,npebbles,localized_events,localized_broken_bonds,broken_pebbles,first_break_displacement_mm,first_break_pebble_id,final_top_force_N,top_bin_broken_bonds,second_bin_broken_bonds,bed_height_mm,top_bin_count,global_mean_degree
PB-006-bonded-randompack-1000-seed02-prod-0p15mm-targeted-window-restartable,1000,31,316,5,0.0599975,1000,40.260049,316,0,7.717549999999999,83,5.074
