mother_i,mother_j,subcontacts,force_sum_N,force_max_N,overlap_max_m
3,8,2,0.005484450271391047,0.004478460069108242,1.88694e-07
3,35,1,0.006905019710348407,0.006905019710348407,2.57008e-07
3,36,1,0.002436550020144056,0.002436550020144056,1.23178e-07
3,78,1,0.0028899317644063846,0.0028899317644063846,1.43818e-07
4,10,1,0.0003673282686071955,0.0003673282686071955,3.49952e-08
4,44,1,0.0001134148537197399,0.0001134148537197399,1.62391e-08
5,34,1,0.00030389957872687155,0.00030389957872687155,2.96614e-08
5,37,2,0.0010882848733059815,0.0007413039422780646,5.74187e-08
6,31,1,7.22339956062933e-05,7.22339956062933e-05,1.17997e-08
6,47,1,0.00011887993324396679,0.00011887993324396679,1.69396e-08
6,85,1,4.2933268160176204e-05,4.2933268160176204e-05,8.57427e-09
7,15,2,0.001007987586675705,0.0007704474013939301,5.79887e-08
7,37,2,0.0015667948351727227,0.0008109510495376154,6.18379e-08
7,44,2,0.00042052999295426796,0.00028656126957265175,3.20842e-08
7,73,1,7.784922220144528e-05,7.784922220144528e-05,4.59813e-09
8,23,1,0.0009476027844777579,0.0009476027844777579,6.87776e-08
10,43,1,0.0010270411155849605,0.0010270411155849605,6.90316e-08
10,73,1,0.00026154389949461636,0.00026154389949461636,2.83285e-08
11,29,1,0.000515953411667914,0.000515953411667914,4.48742e-08
11,92,3,0.0028838375207769335,0.0016246090340882018,1.0079e-07
12,89,3,0.002908523514364314,0.0020083091847504456,1.14527e-07
13,19,2,0.0013131556217158026,0.0008045613434667366,6.0148e-08
13,55,2,0.0008698786799366007,0.000593731011490894,4.86744e-08
17,29,1,0.00024939741899580756,0.00024939741899580756,2.78543e-08
18,26,2,0.007211586724308642,0.004833061319669036,2.09694e-07
18,47,1,0.001727871284529681,0.001727871284529681,9.84448e-08
19,23,2,0.0012079225482504044,0.0007190731085207469,5.62356e-08
20,26,1,0.0005311331997390471,0.0005311331997390471,4.4319e-08
21,22,1,0.0008109150207747357,0.0008109150207747357,6.01383e-08
21,24,1,0.0002934679639459817,0.0002934679639459817,3.05781e-08
21,55,2,0.0007813178159304171,0.0006932985551935761,5.81627e-08
22,65,1,2.0796071959543225e-05,2.0796071959543225e-05,5.07481e-09
23,88,1,0.00012965360210551074,0.00012965360210551074,1.80543e-08
24,33,1,0.0002717928740246074,0.0002717928740246074,2.86678e-08
24,69,1,0.0001593499818332277,0.0001593499818332277,2.03787e-08
25,56,1,2.9542592865555995e-05,2.9542592865555995e-05,6.5755e-09
26,27,1,0.0016368636430985355,0.0016368636430985355,9.35067e-08
26,40,1,0.007484113676363821,0.007484113676363821,2.66059e-07
27,43,2,0.007681436819282949,0.004544239600758745,1.91093e-07
28,35,2,0.0024974349655605944,0.002399976458793086,1.25061e-07
29,33,2,0.0001306204553902794,9.299122630630268e-05,1.42185e-08
29,34,1,0.00035032237016783554,0.00035032237016783554,3.42172e-08
30,36,2,0.011697478907562522,0.006316025416145822,2.42027e-07
30,49,3,0.018126746717742125,0.01349993902906602,3.88342e-07
32,44,1,0.0006234558962419154,0.0006234558962419154,5.11381e-08
32,52,2,0.0014225284153182752,0.0011256020446396672,7.55449e-08
32,54,2,0.0008842263038384366,0.0007834236685510593,6.07967e-08
34,55,1,0.0006917240059626383,0.0006917240059626383,5.45271e-08
34,81,1,0.0010043354392303401,0.0010043354392303401,6.89005e-08
35,70,2,0.008730456317204247,0.004660797155026165,1.937e-07
37,62,2,0.0013416000027621322,0.0013228112337461456,9.01619e-08
37,73,1,0.0006093433318181221,0.0006093433318181221,5.00494e-08
37,92,1,0.0003494748542456238,0.0003494748542456238,3.16239e-08
40,58,1,0.0008815643093237726,0.0008815643093237726,6.14786e-08
40,72,2,0.010641067399290213,0.0061522242899133646,2.46023e-07
40,74,1,0.002675386122559695,0.002675386122559695,1.32286e-07
40,81,1,0.0010366810086569543,0.0010366810086569543,6.15171e-08
43,58,2,0.003986987735883631,0.002542203463280624,1.31386e-07
48,61,2,6.906222757995019e-05,4.5326814388002164e-05,9.32682e-09
49,86,3,0.025646000536872077,0.01335760636797252,4.14116e-07
50,76,1,0.00020843942433400165,0.00020843942433400165,2.50163e-08
50,84,1,4.134693213347273e-05,4.134693213347273e-05,7.02623e-09
50,89,1,6.144216253632355e-05,6.144216253632355e-05,8.93427e-09
52,83,1,0.0010542881869111311,0.0010542881869111311,6.80599e-08
53,56,1,6.050108451837868e-05,6.050108451837868e-05,1.09476e-08
53,82,1,0.00015971692292252564,0.00015971692292252564,2.08563e-08
55,82,2,0.003785287067277231,0.003070587183232914,1.46085e-07
55,89,1,0.002874537010098148,0.002874537010098148,1.47946e-07
58,72,2,0.019998835233650255,0.011543156001583796,3.58968e-07
58,83,1,0.011894563182538483,0.011894563182538483,3.86259e-07
58,92,2,0.004336623981736197,0.002350977243552136,1.20399e-07
58,94,1,0.0028361562788104607,0.0028361562788104607,1.43058e-07
62,70,2,0.0072062459228261055,0.0038632101652325682,1.71374e-07
62,83,2,0.009380164369340166,0.005852219392265126,2.23934e-07
66,94,1,2.093810530599414e-05,2.093810530599414e-05,5.58868e-09
70,76,1,0.0008038593138939176,0.0008038593138939176,6.05848e-08
70,100,1,0.0022578707029641885,0.0022578707029641885,1.18358e-07
72,96,1,0.02266021235633947,0.02266021235633947,5.8796e-07
73,92,1,0.0011787646307813108,0.0011787646307813108,7.69571e-08
74,82,2,0.003603258846414971,0.0030672555240801183,1.48062e-07
