case,npebbles,localized_events,localized_broken_bonds,broken_pebbles,first_break_displacement_mm,first_break_pebble_id,final_top_force_N,top_bin_broken_bonds,second_bin_broken_bonds,bed_height_mm,top_bin_count,global_mean_degree
PB-006-bonded-randompack-1000-seed01-prod-0p10mm-thermoonly,1000,,53,1,0.0674975,1000,10.762398,53,0,7.912032999999999,58,5.128
