thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage
data/processed/PB-007-bonded-steprelaxed-100-pilot-y2e10-20krelax-hold2k-5um-pilot_thermo.csv,20001,493500,493500,0,5e-06,5.0,6.4946645e-09,0.0010469311,0.019643585,-0.00081308745,-0.019409741,0.05329633567396174,0.9880956556555232,0.0,1.0761004e-06,1.0761004e-06,-0.019643585,-0.0008141635504,-0.0194108171004,18.540682477003504,1754.0682477003504,19,6,0,0,1
