seed,npebbles,cutoff_mm,bed_height_mm,zmax_mm,top_bin_count,geometric_contact_count,global_mean_degree,global_median_degree,top_bin_mean_degree,top_bin_median_degree,top10pct_mean_degree,top5_ids,top5_mean_degree,active_pebbles,active_mean_degree,active_median_zrank,localized_broken_bonds,first_break_pebble,first_break_zrank,first_break_degree,first_break_height_bin,first_break_displacement_mm,first_event_new_broken_bonds
seed1000-02,1000,1.02,7.717549999999999,8.21684,83,2537,5.074,5.0,3.9036144578313254,4,4.13,1000;999;998;997;996,3.2,5,3.6,3,316,1000,1,3,8,0.0599975,15
