thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage,last_valid_bond_step
data/processed/PB-007-bonded-steprelaxed-100-seed02-600ksettle-y1p5e10-10krelax-10um-gate_thermo.csv,11001,493500,493500,0,1e-05,10.0,3.4796967e-09,0.0,0.0033821913,-0.00022575957,-0.0036079508,0.0,1.0667494768850005,-3.9409874e-05,-7.1734826e-06,0.030402521,-0.003342781426,-0.0002185860874,-0.0340104718,3.4010471799999994e+28,3.4010471799999996e+30,33,0,0,0,1,30001
