seed,timestep,top_displacement_mm,pebble_id,centroid_z_mm,height_bin,total_broken_bonds,event_count,step_new_broken_bonds,net_fx_N,net_fy_N,net_fz_N,net_force_N,sum_abs_subparticle_fz_N,max_subparticle_abs_fz_N,selection,selection_rank
seed02,5000,0.009997500000000001,489,4.02473812,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,11
seed02,5000,0.009997500000000001,490,4.024424439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,12
seed02,5000,0.009997500000000001,488,3.9995456599999986,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,13
seed02,5000,0.009997500000000001,487,3.9741333400000016,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,14
seed02,5000,0.009997500000000001,486,3.93153608,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,15
seed02,5000,0.009997500000000001,485,3.930858899999998,7,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,16
seed02,5000,0.009997500000000001,484,3.930715439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,17
seed02,5000,0.009997500000000001,482,3.9257776000000013,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,18
seed02,5000,0.009997500000000001,480,3.9219824599999993,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,19
seed02,5000,0.009997500000000001,483,3.9211442399999994,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,20
seed02,10000,0.0224975,1,0.5051561125999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,1
seed02,10000,0.0224975,2,0.5046421151999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,2
seed02,10000,0.0224975,3,0.5036658770000001,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,3
seed02,10000,0.0224975,4,0.5021453274000004,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,4
seed02,10000,0.0224975,5,0.49423446600000015,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,5
seed02,10000,0.0224975,6,0.4982515426000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,6
seed02,10000,0.0224975,7,0.4950343081999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,7
seed02,10000,0.0224975,8,0.4991176407999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,8
seed02,10000,0.0224975,9,0.5058784512,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,9
seed02,10000,0.0224975,10,0.49994414059999975,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,10
seed02,10000,0.0224975,11,0.50055153,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,11
seed02,10000,0.0224975,12,0.4939337323999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,12
seed02,10000,0.0224975,13,0.4991996068000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,13
seed02,10000,0.0224975,14,0.4943093755999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,14
seed02,10000,0.0224975,15,0.5006195117999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,15
seed02,10000,0.0224975,16,0.49473521080000044,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,16
seed02,10000,0.0224975,17,0.4974619754,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,17
seed02,10000,0.0224975,18,0.49509947040000013,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,18
seed02,10000,0.0224975,19,0.5038427299999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,19
seed02,10000,0.0224975,20,0.5028455119999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,20
seed02,10000,0.0224975,500,4.5824508999999995,8,187,5,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,1
seed02,10000,0.0224975,499,4.465238859999999,8,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,2
seed02,10000,0.0224975,498,4.3870729799999975,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,3
seed02,10000,0.0224975,497,4.341252299999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,4
seed02,10000,0.0224975,496,4.255422240000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,5
seed02,10000,0.0224975,495,4.233641840000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,6
seed02,10000,0.0224975,494,4.225518460000005,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,7
seed02,10000,0.0224975,493,4.1949881,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,8
seed02,10000,0.0224975,492,4.154746339999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,9
seed02,10000,0.0224975,491,4.054119860000002,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,10
seed02,10000,0.0224975,489,4.02473812,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,11
seed02,10000,0.0224975,490,4.024424439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,12
seed02,10000,0.0224975,488,3.9995456599999986,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,13
seed02,10000,0.0224975,487,3.9741333400000016,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,14
seed02,10000,0.0224975,486,3.93153608,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,15
seed02,10000,0.0224975,485,3.930858899999998,7,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,16
seed02,10000,0.0224975,484,3.930715439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,17
seed02,10000,0.0224975,482,3.9257776000000013,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,18
seed02,10000,0.0224975,480,3.9219824599999993,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,19
seed02,10000,0.0224975,483,3.9211442399999994,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,20
seed02,15000,0.0349975,1,0.5051561125999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,1
seed02,15000,0.0349975,2,0.5046421151999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,2
seed02,15000,0.0349975,3,0.5036658770000001,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,3
seed02,15000,0.0349975,4,0.5021453274000004,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,4
seed02,15000,0.0349975,5,0.49423446600000015,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,5
seed02,15000,0.0349975,6,0.4982515426000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,6
seed02,15000,0.0349975,7,0.4950343081999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,7
seed02,15000,0.0349975,8,0.4991176407999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,8
seed02,15000,0.0349975,9,0.5058784512,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,9
seed02,15000,0.0349975,10,0.49994414059999975,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,10
seed02,15000,0.0349975,11,0.50055153,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,11
seed02,15000,0.0349975,12,0.4939337323999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,12
seed02,15000,0.0349975,13,0.4991996068000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,13
seed02,15000,0.0349975,14,0.4943093755999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,14
seed02,15000,0.0349975,15,0.5006195117999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,15
seed02,15000,0.0349975,16,0.49473521080000044,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,16
seed02,15000,0.0349975,17,0.4974619754,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,17
seed02,15000,0.0349975,18,0.49509947040000013,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,18
seed02,15000,0.0349975,19,0.5038427299999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,19
seed02,15000,0.0349975,20,0.5028455119999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,20
seed02,15000,0.0349975,500,4.5824508999999995,8,187,5,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,1
seed02,15000,0.0349975,499,4.465238859999999,8,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,2
seed02,15000,0.0349975,498,4.3870729799999975,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,3
seed02,15000,0.0349975,497,4.341252299999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,4
seed02,15000,0.0349975,496,4.255422240000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,5
seed02,15000,0.0349975,495,4.233641840000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,6
seed02,15000,0.0349975,494,4.225518460000005,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,7
seed02,15000,0.0349975,493,4.1949881,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,8
seed02,15000,0.0349975,492,4.154746339999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,9
seed02,15000,0.0349975,491,4.054119860000002,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,10
seed02,15000,0.0349975,489,4.02473812,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,11
seed02,15000,0.0349975,490,4.024424439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,12
seed02,15000,0.0349975,488,3.9995456599999986,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,13
seed02,15000,0.0349975,487,3.9741333400000016,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,14
seed02,15000,0.0349975,486,3.93153608,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,15
seed02,15000,0.0349975,485,3.930858899999998,7,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,16
seed02,15000,0.0349975,484,3.930715439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,17
seed02,15000,0.0349975,482,3.9257776000000013,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,18
seed02,15000,0.0349975,480,3.9219824599999993,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,19
seed02,15000,0.0349975,483,3.9211442399999994,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,20
seed02,20000,0.047497500000000005,1,0.5051561125999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,1
seed02,20000,0.047497500000000005,2,0.5046421151999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,2
seed02,20000,0.047497500000000005,3,0.5036658770000001,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,3
seed02,20000,0.047497500000000005,4,0.5021453274000004,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,4
seed02,20000,0.047497500000000005,5,0.49423446600000015,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,5
seed02,20000,0.047497500000000005,6,0.4982515426000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,6
seed02,20000,0.047497500000000005,7,0.4950343081999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,7
seed02,20000,0.047497500000000005,8,0.4991176407999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,8
seed02,20000,0.047497500000000005,9,0.5058784512,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,9
seed02,20000,0.047497500000000005,10,0.49994414059999975,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,10
seed02,20000,0.047497500000000005,11,0.50055153,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,11
seed02,20000,0.047497500000000005,12,0.4939337323999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,12
seed02,20000,0.047497500000000005,13,0.4991996068000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,13
seed02,20000,0.047497500000000005,14,0.4943093755999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,14
seed02,20000,0.047497500000000005,15,0.5006195117999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,15
seed02,20000,0.047497500000000005,16,0.49473521080000044,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,16
seed02,20000,0.047497500000000005,17,0.4974619754,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,17
seed02,20000,0.047497500000000005,18,0.49509947040000013,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,18
seed02,20000,0.047497500000000005,19,0.5038427299999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,19
seed02,20000,0.047497500000000005,20,0.5028455119999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,20
seed02,20000,0.047497500000000005,500,4.5824508999999995,8,187,5,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,1
seed02,20000,0.047497500000000005,499,4.465238859999999,8,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,2
seed02,20000,0.047497500000000005,498,4.3870729799999975,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,3
seed02,20000,0.047497500000000005,497,4.341252299999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,4
seed02,20000,0.047497500000000005,496,4.255422240000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,5
seed02,20000,0.047497500000000005,495,4.233641840000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,6
seed02,20000,0.047497500000000005,494,4.225518460000005,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,7
seed02,20000,0.047497500000000005,493,4.1949881,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,8
seed02,20000,0.047497500000000005,492,4.154746339999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,9
seed02,20000,0.047497500000000005,491,4.054119860000002,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,10
seed02,20000,0.047497500000000005,489,4.02473812,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,11
seed02,20000,0.047497500000000005,490,4.024424439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,12
seed02,20000,0.047497500000000005,488,3.9995456599999986,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,13
seed02,20000,0.047497500000000005,487,3.9741333400000016,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,14
seed02,20000,0.047497500000000005,486,3.93153608,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,15
seed02,20000,0.047497500000000005,485,3.930858899999998,7,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,16
seed02,20000,0.047497500000000005,484,3.930715439999998,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,17
seed02,20000,0.047497500000000005,482,3.9257776000000013,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,18
seed02,20000,0.047497500000000005,480,3.9219824599999993,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,19
seed02,20000,0.047497500000000005,483,3.9211442399999994,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,20
seed02,25000,0.0599975,500,4.581997039999999,8,187,5,0,0.0010497360001999996,-0.0008263425712999971,-0.004855549773000001,0.005035985634743108,0.071726037337,0.0035693,top_force,1
seed02,25000,0.0599975,1,0.5051561125999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,2
seed02,25000,0.0599975,2,0.5046421151999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,3
seed02,25000,0.0599975,3,0.5036658770000001,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,4
seed02,25000,0.0599975,4,0.5021453274000004,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,5
seed02,25000,0.0599975,5,0.49423446600000015,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,6
seed02,25000,0.0599975,6,0.4982515426000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,7
seed02,25000,0.0599975,7,0.4950343081999996,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,8
seed02,25000,0.0599975,8,0.4991176407999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,9
seed02,25000,0.0599975,9,0.5058784512,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,10
seed02,25000,0.0599975,10,0.49994414059999975,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,11
seed02,25000,0.0599975,11,0.50055153,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,12
seed02,25000,0.0599975,12,0.4939337323999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,13
seed02,25000,0.0599975,13,0.4991996068000003,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,14
seed02,25000,0.0599975,14,0.4943093755999997,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,15
seed02,25000,0.0599975,15,0.5006195117999999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,16
seed02,25000,0.0599975,16,0.49473521080000044,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,17
seed02,25000,0.0599975,17,0.4974619754,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,18
seed02,25000,0.0599975,18,0.49509947040000013,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,19
seed02,25000,0.0599975,19,0.5038427299999998,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_force,20
seed02,25000,0.0599975,500,4.581997039999999,8,187,5,0,0.0010497360001999996,-0.0008263425712999971,-0.004855549773000001,0.005035985634743108,0.071726037337,0.0035693,top_z,1
seed02,25000,0.0599975,499,4.465238859999999,8,23,1,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,2
seed02,25000,0.0599975,498,4.3870729799999975,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,3
seed02,25000,0.0599975,497,4.341252299999997,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,4
seed02,25000,0.0599975,496,4.255422240000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,5
seed02,25000,0.0599975,495,4.233641840000001,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,top_z,6
