mother_i,mother_j,subcontacts,max_overlap_m,sum_overlap_m
1,11,2,2.64447422658294e-06,2.7882780529760713e-06
7,20,1,3.169541002812315e-07,3.169541002812315e-07
12,14,1,2.98611298525623e-07,2.98611298525623e-07
12,20,1,3.0325239768409275e-07,3.0325239768409275e-07
