mother_i,mother_j,subcontacts,force_sum_N,force_max_N,overlap_max_m
5,83,1,0.0010751055863476898,0.0010751055863476898,2.29455e-08
8,45,2,0.009929782026995664,0.009286346874131936,9.58305e-08
12,73,1,0.00048341247827524066,0.00048341247827524066,9.28242e-09
13,26,1,0.0060137969119932865,0.0060137969119932865,7.23834e-08
13,68,1,0.004565018595230473,0.004565018595230473,5.4433e-08
17,65,1,0.00100698948696399,0.00100698948696399,2.39706e-08
18,22,1,0.0013488625317907678,0.0013488625317907678,2.44768e-08
33,73,1,0.0001630818321512853,0.0001630818321512853,8.707e-09
40,43,1,0.00011364910398194963,0.00011364910398194963,9.74469e-09
40,83,1,0.001554584451052113,0.001554584451052113,2.50497e-08
43,61,1,0.001073055663862318,0.001073055663862318,2.22731e-08
50,93,1,0.0004967668400988939,0.0004967668400988939,1.29756e-08
51,67,1,0.002943424433397433,0.002943424433397433,4.27543e-08
56,63,1,0.0013767893463801932,0.0013767893463801932,2.4063e-08
58,67,1,0.0007751091392991055,0.0007751091392991055,1.89516e-08
61,86,2,0.004407714687967767,0.003488761411476715,4.8513e-08
75,89,1,0.0011305099652201213,0.0011305099652201213,2.52429e-08
78,79,1,0.007346557809888655,0.007346557809888655,7.5816e-08
92,97,1,0.0003306570368838988,0.0003306570368838988,6.22725e-09
