thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage,last_valid_bond_step
/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/PB-007-bonded-steprelaxed-100-seed02-600ksettle-y1p5e10-10krelax-5um-nohold-strength0p5-gate_thermo.csv,10001,493500,493500,0,5e-06,5.0,2.0160017e-08,0.039801965,0.021428011,-0.0073721348,0.01100182,0.5383656560674831,0.2764139911182777,-4.5409413e-05,2.4708422e-06,-4.3907215e-05,-0.021382601587000002,-0.0073746056422,0.011045727215,0.2775171330108953,72.24828669891046,28,26,3,1,1,15001
