timestep,top_displacement_mm,pebble_i,pebble_j,subparticle_contacts,overlap_sum_um,reconstructed_normal_force_N,max_subcontact_normal_force_N
60000,0.1474975,459,500,1,2.550328110085333,1.1969309639929682,1.1969309639929682
65000,0.15999750000000001,459,500,3,6.593296157544001,3.8269083588531405,3.4228425449456097
70000,0.1724975,459,500,2,4.211376404021902,2.3375565004466408,2.2951674395424027
75000,0.1849975,459,500,3,8.34812238822676,4.787242331222983,3.674366144607684
80000,0.1974975,459,500,3,8.881048235329398,5.023227477020091,3.4735945570045885
80000,0.1974975,485,500,1,3.1701550651202344,1.6588066746281245,1.6588066746281245
80000,0.1974975,491,500,1,1.993661294552571,0.8272791551455475,0.8272791551455475
80000,0.1974975,385,459,1,0.37970649264298373,0.06876177046792915,0.06876177046792915
