pair_file,inter_pebble_edges,inter_pebble_subcontacts,inter_pebble_force_sum_N,top_loaded_mother_pebbles,bottom_loaded_mother_pebbles,top_wall_force_z_N,bottom_wall_force_z_N,side_wall_force_z_N,all_wall_force_z_N,top_reachable_mother_pebbles,bottom_mothers_reachable_from_top,spanning_force_graph
/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/simulations/pebble_bed/PB-007/cases/PB-007-bonded-steprelaxed-100-seed03-600ksettle-y1p5e10-10krelax-5um-nohold-gate/post/pairs_final.local,18,28,0.11730417562671638,1,3,-0.0269789,0.029031035999999996,0.004079085327,0.006131221326999997,14,3,1
