mother_i,mother_j,subcontacts,force_sum_N,force_max_N,overlap_max_m
2,43,1,0.004752162086351432,0.004752162086351432,1.62639e-07
5,83,2,0.006050317818239229,0.005297329746518429,1.84665e-07
6,23,1,1.6735741528035174e-05,1.6735741528035174e-05,3.94749e-09
7,19,1,0.000621405572401793,0.000621405572401793,4.07509e-08
7,75,1,0.0033724995592883333,0.0033724995592883333,1.30906e-07
7,89,1,0.00014886075242282636,0.00014886075242282636,1.79609e-08
11,61,1,0.005489777358520562,0.005489777358520562,1.85379e-07
35,75,1,0.003081603896646031,0.003081603896646031,1.22863e-07
40,43,1,0.00045070998234367964,0.00045070998234367964,2.30628e-08
40,83,1,0.0023811606548632958,0.0023811606548632958,1.03987e-07
42,74,1,0.0004491916022862655,0.0004491916022862655,3.35136e-08
48,49,1,1.0241575197541636e-05,1.0241575197541636e-05,4.1589e-10
48,60,1,0.0003197582891268365,0.0003197582891268365,2.6282e-08
49,62,1,0.00021607846501526731,0.00021607846501526731,1.92612e-08
50,92,2,0.0016638630818746102,0.000994909673812554,5.90523e-08
50,93,1,0.002836589817115263,0.002836589817115263,1.14684e-07
61,86,2,0.0012700994941905026,0.0009332746636060576,5.62756e-08
83,96,1,0.0029332676117470083,0.0029332676117470083,1.20533e-07
86,92,2,0.0005660145421989932,0.000514215632441644,3.62207e-08
