thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage,last_valid_bond_step
data/processed/PB-007-bonded-steprelaxed-100-seed02-600ksettle-y1p5e10-10krelax-5um-nohold-gate_thermo.csv,11001,493500,493500,0,5e-06,5.0,2.0160101e-08,0.039803141,0.021427473,-0.0073724328,0.011003235,0.5383362333138483,0.2764413743126453,-3.9409874e-05,-7.1734826e-06,0.030402521,-0.021388063125999997,-0.0073652593174,-0.019399285999999998,0.4873807823357458,51.261921766425424,28,26,3,1,1,15001
