thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage
data/processed/PB-007-bonded-steprelaxed-100-pilot-y2e10-5um-compression-pilot_thermo.csv,1001,493500,493500,0,5e-06,5.0,1.1047707e-07,0.036476135,0.042847631,-0.0071766689,-0.013548165,0.8512987567504025,0.3161940271563672,-0.54871207,0.18136249,-0.35988748,0.505864439,-0.18853915889999998,0.346339315,9.494956496898588,849.4956496898589,52,38,5,1,1
