pair_file,inter_pebble_edges,inter_pebble_subcontacts,inter_pebble_force_sum_N,top_loaded_mother_pebbles,bottom_loaded_mother_pebbles,top_wall_force_z_N,bottom_wall_force_z_N,side_wall_force_z_N,all_wall_force_z_N,top_reachable_mother_pebbles,bottom_mothers_reachable_from_top,spanning_force_graph
simulations/pebble_bed/PB-007/cases/PB-007-bonded-steprelaxed-100-pilot-5um-steprelaxed/post/pairs_final.local,165,298,0.0010842515221294981,2,27,-0.0001713129,0.0003461364800000001,1.0636215799999999e-05,0.0001854597958000001,99,26,1
