thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage
data/processed/PB-007-bonded-steprelaxed-100-pilot-y2e10-10krelax-slow0p1-hold1k-5um-pilot_thermo.csv,10001,493500,493500,0,5e-06,5.0,9.8916978e-09,0.019152127,0.027060029,-0.0044507639,-0.012358666,0.7077644669190858,0.4567129621331892,-0.0050955546,3.4481831e-05,-0.0035913157,-0.0219644744,-0.004485245731,-0.0087673503,0.45777423572849113,54.222576427150884,25,23,3,1,1
