mother_i,mother_j,subcontacts,force_sum_N,force_max_N,overlap_max_m
50,76,1,0.00020804197997233633,0.00020804197997233633,2.49855e-08
50,84,1,4.183251377819531e-05,4.183251377819531e-05,7.09604e-09
50,89,1,6.063605440742331e-05,6.063605440742331e-05,8.83537e-09
52,83,1,0.0010542556807591032,0.0010542556807591032,6.80559e-08
53,56,1,6.044835004770602e-05,6.044835004770602e-05,1.09403e-08
53,82,1,0.00015886411989121394,0.00015886411989121394,2.07829e-08
55,82,2,0.0037841373344777505,0.0030697150644567145,1.46059e-07
55,89,1,0.0028758280167264874,0.0028758280167264874,1.47993e-07
58,72,2,0.019998323901984354,0.011539986359411348,3.58883e-07
58,83,1,0.011898539805896353,0.011898539805896353,3.86345e-07
58,92,2,0.004319309107816376,0.002337916784340281,1.20467e-07
58,94,1,0.002835693542811176,0.002835693542811176,1.43049e-07
62,70,2,0.007207467555524004,0.003864373968538889,1.71407e-07
62,83,2,0.009379708610347108,0.005850179021280033,2.23881e-07
66,94,1,2.1263003765799412e-05,2.1263003765799412e-05,5.64102e-09
70,76,1,0.0008035270225829372,0.0008035270225829372,6.05708e-08
70,100,1,0.0022566804409317686,0.0022566804409317686,1.18313e-07
72,96,1,0.022658903575991932,0.022658903575991932,5.87938e-07
73,92,1,0.001180461523932483,0.001180461523932483,7.70315e-08
74,82,2,0.0035925090172087533,0.003066221997491375,1.48034e-07
76,84,1,0.00017821323924784602,0.00017821323924784602,2.26012e-08
83,95,1,0.0007704433498778479,0.0007704433498778479,6.13699e-08
84,88,1,8.353336924557096e-05,8.353336924557096e-05,1.33228e-08
