pair_file,inter_pebble_edges,inter_pebble_subcontacts,inter_pebble_force_sum_N,top_loaded_mother_pebbles,bottom_loaded_mother_pebbles,top_wall_force_z_N,bottom_wall_force_z_N,side_wall_force_z_N,all_wall_force_z_N,top_reachable_mother_pebbles,bottom_mothers_reachable_from_top,spanning_force_graph
simulations/pebble_bed/PB-007/cases/PB-007-bonded-steprelaxed-100-pilot-y2e10-10krelax-5um-pilot/post/pairs_final.local,25,33,0.176854856276798,1,2,-0.0108393,0.018991933,0.006127628539999999,0.014280261539999999,21,2,1
