dump,subparticles,mother_pebbles,inter_pebble_edges,inter_pebble_subcontacts,active_mother_pebbles,largest_component_pebbles,largest_component_fraction,bottom_contacting_pebbles,largest_component_bottom_pebbles,minimum_surface_z_m,maximum_surface_z_m,maximum_inter_pebble_overlap_m
simulations/pebble_bed/PB-007/cases/PB-007-rigid-surface-20-pilot/post/spheres_00200000.dump,10000,20,4,5,6,4,0.2,17,2,-3.2703000000000015e-06,0.0016941215999999998,2.64447422658294e-06
