thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage
data/processed/PB-007-bonded-steprelaxed-100-pilot-y2e10-20krelax-hold400-5um-pilot_thermo.csv,20001,493500,493500,0,5e-06,5.0,3.4171449e-08,0.023217337,0.03537116,-0.0024575429,-0.014611366,0.6563917326997475,0.4130869895134907,0.0,1.0761004e-06,1.0761004e-06,-0.03537116,-0.0024586190004,-0.0146124421004,0.6293763191015403,37.06236808984597,24,25,2,1,1
