thermo_file,baseline_step,initial_intact_bonds,minimum_intact_bonds,maximum_broken_bonds_per_output,final_top_displacement_m,final_top_displacement_um,final_kinetic_energy_J,final_top_force_N,final_bottom_force_N,final_side_wall_force_z_N,final_all_wall_force_z_N,final_reaction_balance_ratio,final_net_wall_force_ratio,baseline_bottom_force_z_N,baseline_side_wall_force_z_N,baseline_all_wall_force_z_N,incremental_bottom_force_z_N,incremental_side_wall_force_z_N,incremental_all_wall_force_z_N,incremental_wall_balance_ratio,incremental_wall_balance_residual_percent,native_inter_pebble_edges,native_top_reachable_mother_pebbles,native_bottom_mothers_reachable_from_top,native_spanning_force_graph,zero_pre_damage,last_valid_bond_step
data/processed/PB-007-bonded-steprelaxed-100-seed03-600ksettle-y1p5e10-10krelax-60um-nohold-fracture-seed03_thermo.csv,10001,493500,493490,2,6e-05,60.0,3.1163836e-07,0.64949435,0.50564132,0.013577037,0.15743007,0.7785153481319737,0.24238866743028636,-0.0010273038,0.00010030134,-0.00076377914,-0.5046140161999999,0.013476735660000001,0.15819384914,0.24356462706719467,75.64353729328054,63,54,7,1,0,70001
