pebble_id,proxy_atom_id,target_x,target_y,target_z,far_x,far_y,far_z,q1,q2,q3,q4
1,253,-0.00368802,-0.000407506,0.00049929,-0.0060750000000000005,-0.0060750000000000005,-0.00135,-0.9455991782333706,0.2606565883236707,0.15759206716425078,-0.11430256976436177
2,187,0.00185962,-0.00313089,0.000499383,-0.004725,-0.0060750000000000005,-0.00135,-0.0433512368484005,-0.5735812105556656,-0.46023940709522565,-0.6762432648964767
3,154,-0.000396422,-0.00106295,0.000499393,-0.0033750000000000004,-0.0060750000000000005,-0.00135,-0.3059016021775608,-0.8610400752778988,-0.2683639764561171,0.3049835646248702
4,55,0.000167318,-0.00494728,0.000499418,-0.002025,-0.0060750000000000005,-0.00135,0.7232631412817094,-0.2578876079174339,-0.6358696169572394,0.07780899932907129
5,47,0.00400865,-0.00149901,0.000499421,-0.000675,-0.0060750000000000005,-0.00135,-0.6851599130763373,0.2810172961841301,-0.6691362788017701,-0.061982361603174004
6,38,0.00400058,-0.00499943,0.000499424,0.000675,-0.0060750000000000005,-0.00135,0.8332701179561058,0.14592841847213114,0.44147967787944425,-0.29910115550278665
7,63,-0.0040247,-0.00319188,0.000499466,0.002025,-0.0060750000000000005,-0.00135,0.012983003523673592,-0.8474371086134452,0.5303365313783579,0.02061436513599524
8,28,0.000557179,0.0028646,0.000499484,0.0033750000000000004,-0.0060750000000000005,-0.00135,-0.29163800119848005,0.06881962538766154,0.7539185997557873,-0.584651930947577
9,59,0.00358385,0.00116472,0.000499488,0.004725,-0.0060750000000000005,-0.00135,-0.33630708956034167,0.42615915895365614,0.7904669088437191,-0.28363352900251454
10,12,-0.00331283,0.00239756,0.000499499,0.0060750000000000005,-0.0060750000000000005,-0.00135,0.4956325885197777,-0.6168787426596534,0.3852733935987941,0.4747350484604002
11,280,-0.00144424,0.00161382,0.00049952,-0.0060750000000000005,-0.004725,-0.00135,0.18996711400175348,0.8798189087842596,0.4352894078403112,-0.018823250663760213
12,165,0.00342514,0.00254872,0.000499522,-0.004725,-0.004725,-0.00135,0.050851107040503336,0.09684368794526695,-0.3057887126278055,0.9457952887635592
13,271,-0.00354004,0.00448016,0.000499532,-0.0033750000000000004,-0.004725,-0.00135,0.3446754198777557,-0.34445423723372415,-0.6138698261275685,-0.6210587491968332
14,180,0.000303573,0.00428953,0.000499535,-0.002025,-0.004725,-0.00135,-0.17382495826555888,0.8406983944469422,-0.10655979554617037,0.5016533697997739
15,178,-0.00115858,-0.00170976,0.00049954,-0.000675,-0.004725,-0.00135,-0.22533185517207827,-0.951037667635419,-0.20532255520222115,0.05094662018743407
16,168,0.000404886,-0.000465191,0.000499547,0.000675,-0.004725,-0.00135,-0.483082755773834,0.7715457561118092,0.11321331726771464,-0.39815944305397866
17,176,-0.00116817,-0.00500027,0.00049955,0.002025,-0.004725,-0.00135,0.7817090052835804,-0.19960337958564145,0.5893296784551142,-0.0421906625752335
18,34,-0.00159641,0.0049927,0.00049957,0.0033750000000000004,-0.004725,-0.00135,0.8373436133919243,-0.29117828605753115,-0.45709779714779963,-0.07164134757933459
19,19,-0.00208661,-0.00021469,0.000499571,0.004725,-0.004725,-0.00135,-0.630225199876689,0.4086269042144434,0.2197769716144821,0.6225257692180097
20,48,-0.00495403,-3.34144e-05,0.000499575,0.0060750000000000005,-0.004725,-0.00135,0.27565572590712484,0.6760593233935777,0.23567678391359484,0.6414157509380158
21,307,0.00457041,0.00391192,0.00049958,-0.0060750000000000005,-0.0033750000000000004,-0.00135,-0.280022608015781,-0.6923965318928849,0.5900247529836214,0.30666785369412647
