pebble_id,proxy_atom_id,x,y,z,radius,source_timestep
317,198,-0.00198256,-0.00500052,0.00253695,0.0005,350000
318,95,0.000519422,0.00174877,0.00254352,0.0005,350000
319,8,0.00129614,-0.00386325,0.00256659,0.0005,350000
320,292,0.00500015,-0.00223442,0.00257712,0.0005,350000
321,98,-0.000365672,0.00098694,0.00257864,0.0005,350000
322,728,-0.000345858,0.0043886,0.00263008,0.0005,350000
323,630,0.00155662,0.0025945,0.00263373,0.0005,350000
324,129,-0.00298768,-0.00234289,0.00263775,0.0005,350000
325,149,0.0022258,-0.000892823,0.00264114,0.0005,350000
326,520,0.000698465,-0.00225701,0.00264363,0.0005,350000
327,338,0.00255522,0.00254743,0.00265288,0.0005,350000
328,251,-0.00413382,-0.000973431,0.00266811,0.0005,350000
329,252,0.00233125,0.00352182,0.00266814,0.0005,350000
330,391,-0.00232476,-0.000197428,0.00267099,0.0005,350000
331,200,-0.00500005,0.00331248,0.00267712,0.0005,350000
332,436,0.00500015,0.00173758,0.0026839,0.0005,350000
333,196,-0.00126673,0.000568134,0.00268872,0.0005,350000
334,266,0.00498175,-0.00124465,0.0027179,0.0005,350000
335,415,0.000835601,-0.00500005,0.00272184,0.0005,350000
336,564,0.00199522,-0.00500035,0.00272665,0.0005,350000
337,197,-0.00423726,0.000130679,0.00273396,0.0005,350000
338,367,-0.00341414,-0.00458206,0.00273924,0.0005,350000
339,699,0.00317846,-0.00374858,0.00273995,0.0005,350000
340,140,0.00399226,-0.00316771,0.00274847,0.0005,350000
341,711,0.00157657,0.00419797,0.00275621,0.0005,350000
342,515,0.00375796,0.00408785,0.00277316,0.0005,350000
343,134,-0.00315899,-0.00115387,0.00279872,0.0005,350000
344,555,0.00500027,0.00302489,0.00281249,0.0005,350000
345,312,7.55373e-05,0.000123785,0.00282357,0.0005,350000
346,794,-0.00237148,0.00429501,0.00283488,0.0005,350000
347,502,0.00116041,0.0008543,0.00283979,0.0005,350000
348,470,-0.00500008,-0.000506145,0.00284457,0.0005,350000
349,797,0.00229192,-0.00329274,0.00284588,0.0005,350000
350,402,-2.63175e-05,-0.0034084,0.00285384,0.0005,350000
351,457,-0.00500005,0.00178467,0.0028578,0.0005,350000
352,259,0.00424781,-0.000580104,0.00285828,0.0005,350000
353,205,0.00409635,0.000408919,0.00287109,0.0005,350000
354,585,-0.00500027,-0.00351417,0.00288379,0.0005,350000
355,911,-0.00415418,0.00500041,0.00288838,0.0005,350000
356,553,0.00224494,-0.00186321,0.00289825,0.0005,350000
