id,atom1,atom2,length_mm
209,7,459,0.09341036281901631
210,7,567,0.12606770907712667
211,7,584,0.11874467869217062
212,7,633,0.13304921584392754
213,7,671,0.1334140570807759
214,7,680,0.10138156144614345
215,7,682,0.12749292677628704
216,7,697,0.07711951203005515
217,7,720,0.15616408250282426
218,7,793,0.07940695817327885
219,7,794,0.11087214035382308
220,7,800,0.15581967384580359
221,7,806,0.11933615135232216
222,7,818,0.07631360503301243
223,7,930,0.1096735392518186
224,7,986,0.14919130061497718
225,8,21,0.10523741901270964
226,8,65,0.12962884209909672
227,8,104,0.08575357819085017
228,8,152,0.13790699347628615
229,8,216,0.11148353094608729
230,8,272,0.08701532487373291
231,8,374,0.14144693566796498
232,8,375,0.11650321385108152
233,8,386,0.09046009008891799
234,8,519,0.1524110711793954
235,8,582,0.12481141637843225
236,8,659,0.07100740876269507
237,8,707,0.1385101934355041
238,8,797,0.07340027272113031
239,8,838,0.10028598681026092
240,8,848,0.14768065014002435
241,8,916,0.15441840911279253
242,8,920,0.08412367332476844
243,8,929,0.14813313911862372
244,9,30,0.09151679333061127
245,9,96,0.1270655823905566
246,9,117,0.12041510106409546
247,9,142,0.07779416591365594
248,9,214,0.1080081212787512
249,9,229,0.12423498777574353
250,9,259,0.11317718003693954
251,9,265,0.14002100732119596
252,9,285,0.11272506011746693
253,9,287,0.09259065042485676
254,9,323,0.1479314719230429
255,9,352,0.13524273983236534
256,9,377,0.0868270080403544
257,9,390,0.07152721654600482
258,9,570,0.1328624551593403
259,9,621,0.13449571335248836
260,9,647,0.06896073690294777
261,9,683,0.11567196168701521
262,9,733,0.12061893570363484
263,9,745,0.07680050510521622
264,9,750,0.14045378093404676
265,9,766,0.15627066240104182
266,9,772,0.11701631063927764
267,9,780,0.15155782622046612
268,9,904,0.13008112293357174
269,9,915,0.13583236422869127
270,9,956,0.11889595189015797
271,9,972,0.10084197051346386
272,10,57,0.07547633312340986
273,10,107,0.13325059820215346
274,10,131,0.14667955485766004
275,10,133,0.11643257851785374
276,10,226,0.10692557427607234
277,10,267,0.1431868090868769
278,10,335,0.1304362804287952
279,10,358,0.07168515290740227
280,10,364,0.12382250747778256
281,10,420,0.1460894295569973
282,10,457,0.08014242871108122
283,10,460,0.11017881138841092
284,10,532,0.10254868385700351
285,10,552,0.08208388666392916
286,10,579,0.10964636580270182
287,10,589,0.1491413490298919
288,10,602,0.08279644933860221
289,10,615,0.0789046156263055
290,10,649,0.12566217407487432
291,10,665,0.11954725359769476
292,10,691,0.1048695255064151
293,10,705,0.14332063582937027
294,10,731,0.15471011044352945
295,10,804,0.13717779675469327
296,10,913,0.0728219324938135
297,10,958,0.14349041021179793
298,10,990,0.13486200410797494
299,11,19,0.13853790932998927
300,11,27,0.11126708852910233
301,11,62,0.1421656567837232
302,11,90,0.0902900677854398
303,11,98,0.1322012921626306
304,11,122,0.12443442642607062
305,11,134,0.1093749359496071
306,11,221,0.07851050021370418
307,11,245,0.14606709854686922
308,11,360,0.14634723847116396
309,11,367,0.15437031126093512
310,11,380,0.14797507798075632
311,11,402,0.14897562027624922
312,11,431,0.07572089197405636
313,11,435,0.14708078658894516
314,11,438,0.12115681793549357
315,11,443,0.14879215819590091
316,11,450,0.06908654581472651
317,11,581,0.11959785080838914
318,11,595,0.13948439870599355
319,11,597,0.0896942339546354
320,11,604,0.08606011409933881
321,11,630,0.1456466292768498
322,11,679,0.12122708688046907
323,11,714,0.13915660042843503
324,11,727,0.07618774058450596
325,11,801,0.1466461106694648
326,11,872,0.14584863985745442
327,11,888,0.1350568815777614
328,11,893,0.15254795658110076
329,11,910,0.11134096606722235
330,11,944,0.13298519961928082
331,11,969,0.1496042502576675
332,12,53,0.08126250314893649
333,12,64,0.08440291732718243
334,12,88,0.13632227725160972
335,12,100,0.13539300861384695
336,12,252,0.13176425437617198
337,12,302,0.15119927574675057
338,12,307,0.12245364583698203
339,12,322,0.11261805159269288
340,12,368,0.13516657232154045
341,12,473,0.13347808652348603
342,12,482,0.0776114786453714
343,12,491,0.09826194661758716
344,12,531,0.14155626357265264
345,12,556,0.151012019118494
346,12,559,0.10745087112525278
347,12,584,0.1081100392694645
348,12,653,0.09179593272039879
349,12,670,0.09914102553484387
350,12,680,0.1415795923459928
351,12,699,0.07533103580749816
352,12,744,0.07123158227378726
353,12,791,0.1386454433170989
354,12,806,0.10924241605183897
355,12,810,0.0794808472925818
356,12,846,0.15703261472029462
357,12,868,0.07458340966266479
358,12,871,0.14840573504225707
359,12,946,0.13514163895588271
360,12,948,0.12067063303764797
361,12,993,0.14082799057275422
362,12,998,0.14117499491289898
363,13,67,0.07826269553904765
364,13,81,0.1485878643482075
365,13,262,0.094153023461133
366,13,270,0.1564232905551253
367,13,349,0.12230324242710854
368,13,357,0.0944873917521089
369,13,391,0.10847547004658137
370,13,412,0.14224597338531508
371,13,449,0.08590270868571202
372,13,470,0.09079846224420947
373,13,485,0.15015030173690302
374,13,536,0.07237150242886414
375,13,565,0.1543171076915713
376,13,571,0.1282517093421633
377,13,599,0.12433637259329865
378,13,601,0.07985941163541298
379,13,610,0.1498245422772666
380,13,611,0.15272066604031767
381,13,725,0.15262626651654213
382,13,754,0.13710695210719703
383,13,778,0.13986523883238622
384,13,790,0.09436191925607397
385,13,812,0.15258588267970086
386,13,816,0.09700628099255416
387,13,831,0.12946271968996734
388,13,887,0.07124094202696322
389,13,925,0.15011844220682793
390,13,968,0.11712734546250378
391,14,20,0.13074826592599398
392,14,57,0.15205233230610457
393,14,61,0.07396574616921549
394,14,83,0.15386005177047132
395,14,131,0.14812772666733376
396,14,160,0.09074730620536517
397,14,283,0.14656922646673548
398,14,358,0.12015466576848029
399,14,364,0.09385251937458113
400,14,407,0.14368974596223588
401,14,409,0.15235663867287422
402,14,494,0.08920474045687646
403,14,557,0.12352440678134503
404,14,575,0.15204549266929504
405,14,589,0.10364268001317406
406,14,593,0.14729173847592067
407,14,665,0.08317363735593818
408,14,691,0.15369523093853438
409,14,705,0.08894227111478384
410,14,709,0.07125888124787025
411,14,731,0.12736489173180027
412,14,732,0.1552802069354028
413,14,905,0.06977347669451979
414,14,913,0.14256112108749705
415,14,924,0.1357066411016058
416,14,974,0.13282048161722923
417,15,33,0.08960483238718656
418,15,36,0.13132050650650512
419,15,113,0.12205995555942512
420,15,157,0.09086850175263929
421,15,251,0.15693663806335714
422,15,313,0.10429638944988821
423,15,325,0.15677790210244125
424,15,363,0.08763557814652598
425,15,372,0.10606998944123601
426,15,373,0.10410985776052561
427,15,404,0.12427521802444796
428,15,416,0.14977851441066262
429,15,429,0.15603448328803712
430,15,473,0.09407085574664908
431,15,474,0.0793984102906814
432,15,512,0.1485123038690753
433,15,513,0.13479286566440124
434,15,516,0.09354317233358965
435,15,522,0.1360048251337079
436,15,613,0.13114082887484085
437,15,616,0.1329236941089441
438,15,653,0.14304949334734934
439,15,666,0.1535159201313062
440,15,699,0.1281115413646397
441,15,740,0.13983565824523977
442,15,791,0.1335813731928954
443,15,811,0.07327738339873129
444,15,827,0.12458600122671543
445,15,892,0.14691934882742863
446,15,901,0.14697489523623816
447,15,980,0.08791178692324789
448,15,998,0.07056632092957628
449,16,39,0.1497406642775666
450,16,40,0.13218993517663083
451,16,68,0.12883593773813515
452,16,78,0.12937430697604566
453,16,114,0.12639759894819155
454,16,150,0.15301778331086768
455,16,177,0.15271353761556666
456,16,190,0.0718499678058462
457,16,204,0.12174558047159308
458,16,247,0.0757517671950607
459,16,278,0.12447538537848778
460,16,307,0.10637924818548462
461,16,316,0.11877561240131934
462,16,320,0.09526751632106199
463,16,322,0.09766697963596556
464,16,371,0.13165138970986862
465,16,405,0.1547876358260197
466,16,416,0.15484630100853045
467,16,424,0.1330919818562216
468,16,439,0.15335186175845444
469,16,524,0.14144800205233285
470,16,561,0.11301277658905631
471,16,574,0.12963080600480623
472,16,698,0.14667778655704494
473,16,744,0.14397240426763294
474,16,749,0.09870558649109919
475,16,826,0.0731943592409425
476,16,828,0.07017282779134693
477,16,835,0.10152043860869793
478,16,846,0.07266283305369428
479,16,885,0.1449383400765272
480,16,902,0.07576604336944451
481,16,952,0.14582485125694658
482,17,46,0.10095333969730952
483,17,112,0.13947481522490893
484,17,140,0.09742881562892738
485,17,146,0.12354704032814191
486,17,155,0.07438349967786566
487,17,193,0.12479860305416705
488,17,209,0.09496523199441899
489,17,215,0.09524149084386313
490,17,249,0.1516104614217165
491,17,255,0.11623912857902195
492,17,292,0.07166058681813989
493,17,305,0.12163100513944927
494,17,359,0.10983346928336739
495,17,388,0.15401832459950746
496,17,406,0.12485042311239365
497,17,413,0.1479655259326469
498,17,484,0.11182927960486083
499,17,515,0.1431154060600546
500,17,535,0.13097884326460113
501,17,620,0.14331538921020984
502,17,641,0.13786948686823516
503,17,726,0.09578048191648728
504,17,779,0.13454389587611765
505,17,785,0.13501546288914154
506,17,787,0.10484955273185026
507,17,852,0.14615351860101378
508,17,862,0.08583279890126035
509,17,903,0.07619544766793249
510,17,934,0.10225775729411232
511,17,950,0.1349722463224202
512,17,992,0.15288221535308194
513,17,997,0.0703414694458867
514,18,42,0.15690144719005603
515,18,48,0.08114614880160241
516,18,213,0.14795385814648854
517,18,276,0.12167970731647948
518,18,342,0.13514238134449832
519,18,365,0.10638902335574918
520,18,437,0.11282357546747328
521,18,451,0.1413939565410694
522,18,538,0.14577796426032252
523,18,549,0.07364969630478425
524,18,550,0.1528064081959926
525,18,651,0.07071455226511981
526,18,671,0.1206343578454357
527,18,851,0.15704350791849722
528,18,931,0.07093852710316047
529,18,941,0.15006452650620333
530,18,959,0.14206262991278712
531,18,963,0.07121417909181271
532,18,978,0.11363791572491987
533,18,987,0.13348591525747328
534,19,78,0.15016469999747215
535,19,98,0.13931160213796992
536,19,99,0.1483332776822551
537,19,185,0.10038555223383522
538,19,201,0.13094291322242357
539,19,221,0.09467705748633766
540,19,273,0.11681412800943787
541,19,281,0.12998762465083386
542,19,291,0.12460714736712045
543,19,360,0.1154026047010179
544,19,385,0.11004952909163719
545,19,405,0.14530411001195329
546,19,443,0.11625403518550292
547,19,453,0.08744945728532619
548,19,469,0.156435234206971
549,19,477,0.09614437586267728
550,19,581,0.08053893507949654
551,19,590,0.13231501650227367
552,19,604,0.08327923994915731
553,19,662,0.14224560722312388
554,19,679,0.09091131733508741
555,19,718,0.1505862000039317
556,19,748,0.07275487128265924
557,19,855,0.0782984089100141
558,19,864,0.14282354205271902
559,19,935,0.14339463146551037
560,19,945,0.13466247745178256
561,19,966,0.11083473436908502
562,19,969,0.08426314525378438
563,20,22,0.13337513947402183
564,20,61,0.13778961485615607
565,20,160,0.0950976945778959
566,20,174,0.0966144465288375
567,20,200,0.15028856984596448
568,20,246,0.12492016337738568
569,20,277,0.09156867756011515
570,20,303,0.14709293656975977
571,20,330,0.13056101063045714
572,20,335,0.07700568780097482
573,20,358,0.1554648588060026
574,20,419,0.14115060760827947
575,20,432,0.12993965644008354
576,20,494,0.08876537080338473
577,20,532,0.1464306512137829
578,20,575,0.07670933577787559
579,20,579,0.14827019784384457
580,20,589,0.15627425801091716
581,20,593,0.07039362201345399
582,20,665,0.07845061531757783
583,20,689,0.13758967041563322
584,20,731,0.10949474633964097
585,20,732,0.06921062496424034
586,20,814,0.1299572741753691
587,20,839,0.11258306622830425
588,20,845,0.07964920855163993
589,20,859,0.15448473279194172
590,20,913,0.1149654728536857
591,20,924,0.13826070758330844
592,21,51,0.12638341144456117
593,21,65,0.15045902155041493
594,21,152,0.0939468520827301
595,21,325,0.12062964164032934
596,21,355,0.15661597790518808
597,21,374,0.1156626440301483
598,21,386,0.11327236010358195
599,21,404,0.12678013964085785
600,21,429,0.08518377840493674
601,21,474,0.1489668747994952
602,21,512,0.08925905276454531
603,21,519,0.12359564367290242
604,21,582,0.11108639213064794
605,21,616,0.1493837901659969
606,21,631,0.11723161882187336
607,21,659,0.07506278919285946
608,21,760,0.1458874003620247
609,21,770,0.15257372577660588
610,21,797,0.07384385579550411
611,21,827,0.0784736043251314
612,21,838,0.15241122478311547
613,21,875,0.09916110816735837
614,21,916,0.15397374394092622
615,21,920,0.13300747343110292
616,21,929,0.06891481894604887
617,21,980,0.1483751320810908
618,22,35,0.14576232428156888
619,22,174,0.07411787066034045
620,22,219,0.07379323900224052
621,22,239,0.08313922618984103
622,22,246,0.12024069292180653
623,22,248,0.1334158003618958
624,22,267,0.13938968584921269
625,22,277,0.15077739569836085
626,22,303,0.11108604599635503
627,22,330,0.14310327689104446
628,22,335,0.12366606791536269
629,22,340,0.12959390152815306
630,22,387,0.13236032300668846
631,22,392,0.15468793620786378
632,22,419,0.1528753525390189
633,22,422,0.08276078494314226
634,22,432,0.13871028197656
635,22,445,0.10747486267684767
636,22,467,0.08634207435874762
637,22,593,0.10223603843894516
638,22,633,0.12427195149431695
639,22,643,0.1456187649761684
640,22,689,0.1208234842196528
641,22,693,0.10560385469348091
642,22,731,0.1381455771172445
643,22,814,0.07095283530534861
644,22,821,0.14333039982535706
645,22,837,0.12398055369344314
646,22,845,0.15247010649773146
647,22,859,0.10819625634925804
648,22,916,0.15370227001201467
649,22,930,0.13951711705081052
650,22,983,0.09405533003752253
651,23,54,0.14417870532889815
652,23,186,0.13276127454521028
653,23,191,0.13469207156611143
654,23,208,0.11407089721421915
655,23,212,0.1238912303888936
656,23,310,0.14749339054020077
657,23,311,0.10018799228006689
658,23,328,0.14825162326149421
659,23,362,0.1414212719483785
660,23,382,0.07086404547126457
661,23,384,0.10206568396709463
662,23,406,0.14440536463183767
663,23,411,0.10904746065981245
664,23,417,0.07110216375872423
665,23,444,0.10103522534458932
666,23,490,0.12114852241436282
667,23,493,0.0961601191723636
668,23,507,0.15598165743722078
669,23,606,0.08043051900663553
670,23,620,0.11914977397103121
671,23,641,0.1343040433514776
672,23,654,0.15614056683006472
673,23,672,0.1383133155130175
674,23,701,0.14365682377729724
675,23,726,0.12819564645360348
676,23,763,0.13562373143482712
677,23,775,0.07287008963427494
678,23,784,0.12334090974466101
679,23,849,0.06980798294772375
680,23,894,0.11681416466357626
681,23,900,0.14206163785475479
682,23,985,0.07713468339446106
683,24,43,0.12261963750244657
684,24,63,0.13305403995108045
685,24,165,0.1496476333170198
686,24,168,0.1300153666019354
687,24,210,0.14561885173126884
688,24,298,0.1066851304854623
689,24,309,0.09586449926941117
690,24,369,0.07307923267507091
691,24,465,0.14856676977507113
692,24,486,0.07573116766717304
693,24,504,0.113013570060165
694,24,511,0.08299504885647832
695,24,521,0.10679708808884811
696,24,562,0.10206624297348832
697,24,587,0.1564029469008644
698,24,609,0.13307482994615472
699,24,645,0.15223205700332829
700,24,737,0.07353875532693026
701,24,753,0.13180630496998036
702,24,850,0.14173539767695278
703,24,895,0.07535629118280364
704,24,926,0.11780885038341826
705,24,928,0.1550941669741269
706,24,970,0.07241149015580284
707,25,30,0.13246527077796671
708,25,31,0.09630598603513096
709,25,70,0.13282178561847804
710,25,92,0.13722799969500518
711,25,154,0.14591809277683432
712,25,159,0.15429493137015832
713,25,194,0.1287420738731185
714,25,199,0.11480559233578909
715,25,265,0.14910040094748325
716,25,285,0.08729644783566272
717,25,286,0.11349846149820123
718,25,317,0.13853060117877317
719,25,319,0.07344624846804512
720,25,348,0.09631021302937559
721,25,361,0.12652832192562838
722,25,366,0.13509711382983178
723,25,408,0.131060394897037
724,25,418,0.10187481570296579
725,25,446,0.1273985263538756
726,25,511,0.15583650711675864
727,25,548,0.10779302913919314
728,25,562,0.1438622505609567
729,25,570,0.1486684066287033
730,25,587,0.1524519089564781
731,25,656,0.14181682672737708
732,25,683,0.11200897330491646
733,25,687,0.1403875744355202
734,25,688,0.15134845525740587
735,25,733,0.12903476641728445
736,25,738,0.09553025145197755
737,25,753,0.1275295153535563
738,25,758,0.09132063892328987
739,25,825,0.07975537649311007
740,25,854,0.13562569588486242
741,25,896,0.15627208631811265
742,25,988,0.1567121875103493
743,26,132,0.07991187601184697
744,26,134,0.1256365450007924
745,26,245,0.10319201488610452
746,26,293,0.09892369914321043
747,26,398,0.13993704529845946
748,26,431,0.1494365439082029
749,26,435,0.13459344823478073
750,26,454,0.11934343004004097
751,26,517,0.10076921345876615
752,26,580,0.07154619786216934
753,26,588,0.1538361185779594
754,26,608,0.14730987384741387
755,26,630,0.13415468792175453
756,26,635,0.080617065076584
757,26,678,0.12797437419170818
758,26,686,0.14417364148709755
759,26,773,0.11966373774733954
760,26,788,0.09301464196276085
761,26,801,0.07455762115809204
762,26,866,0.14005351260802565
763,26,944,0.13088030443819035
764,27,62,0.15342567987483982
765,27,98,0.10180909938014615
766,27,211,0.11829537391285523
767,27,221,0.12599368947987905
768,27,263,0.14569406047621655
769,27,271,0.1189397050029541
770,27,291,0.115561455379664
771,27,297,0.12556977770126526
772,27,380,0.09968187684753742
773,27,415,0.123090331589519
774,27,431,0.12684284468335472
775,27,438,0.10065161399897306
776,27,477,0.1298927648960505
777,27,527,0.1420161432193987
778,27,564,0.07842208933000017
779,27,581,0.08559796903103953
780,27,595,0.09520424326355353
781,27,597,0.14978442561164795
782,27,604,0.15026711002004595
783,27,669,0.13138979566263453
784,27,714,0.08547743107070274
785,27,727,0.08068870046127942
786,27,771,0.07645345276640202
787,27,860,0.1255198695532682
788,27,870,0.14268582777816657
789,27,879,0.14421935873237876
790,27,893,0.14790066589348258
791,27,953,0.0758915912920496
792,27,991,0.15157741517440987
793,28,44,0.13303656232680644
794,28,80,0.1434725546093111
795,28,87,0.14325289928481647
796,28,89,0.08928270677331925
797,28,145,0.0804580293744618
798,28,158,0.10665987089014836
799,28,161,0.11204731142713045
800,28,185,0.14740524031953098
801,28,202,0.08536537424323266
802,28,220,0.11189257966071045
803,28,242,0.08936504187386893
804,28,250,0.14880306252420364
805,28,329,0.1479801256355499
806,28,379,0.12060386522045162
807,28,427,0.1521411310527641
808,28,443,0.1425606935910728
809,28,448,0.14000330997081767
810,28,469,0.08709847715853372
811,28,497,0.11493366261184125
812,28,537,0.07513335244814288
813,28,585,0.1401778578060837
814,28,636,0.08014673662328432
815,28,658,0.15662052311443814
816,28,681,0.13262394636868813
817,28,774,0.14719642053579154
818,28,786,0.1527961612101218
819,28,808,0.10058192697766033
820,28,858,0.06903232381347367
821,28,870,0.15716731973937803
822,28,918,0.14301954698572522
823,28,922,0.09002608136183596
824,28,975,0.15327386108442256
825,29,112,0.0755098362066385
826,29,224,0.09131316736801424
827,29,255,0.1126816596449671
828,29,292,0.13571643151021018
829,29,311,0.0910314399673409
830,29,362,0.09378237539437592
831,29,397,0.15205329275353197
832,29,411,0.1557813829844006
833,29,413,0.14805105007368888
834,29,423,0.06879927117730371
835,29,507,0.11002901160214029
836,29,554,0.12330396040968242
837,29,620,0.14960289967435952
838,29,626,0.15620755424281796
839,29,627,0.1350726926786089
840,29,641,0.08093089417040894
841,29,726,0.1563743325773146
842,29,807,0.1510836077417564
843,29,834,0.08309721741601032
844,29,863,0.15010411054241993
845,29,883,0.08073133310690887
846,29,960,0.08932795138905239
847,29,992,0.1236256144017451
848,30,96,0.108776077576282
849,30,117,0.15447209093690512
850,30,142,0.07038010501499617
851,30,159,0.14822373659651636
852,30,178,0.13342820359472837
853,30,194,0.15036412320089731
854,30,206,0.15594430057529077
855,30,214,0.14301081790686268
856,30,218,0.15626588310441278
857,30,285,0.0899377454718251
858,30,287,0.10437972425806674
859,30,295,0.13909846926703845
860,30,319,0.08711227167014621
861,30,366,0.08268259822064143
862,30,377,0.1253734414672691
863,30,390,0.1389831155933983
864,30,408,0.1340421006288792
865,30,418,0.139865927436422
866,30,446,0.1405602031275104
867,30,544,0.10377722162989977
868,30,570,0.08142198301749264
869,30,647,0.15454219140779074
870,30,683,0.07200881672281666
871,30,715,0.14856705153818756
872,30,733,0.1066555659106772
873,30,745,0.1350614002464176
874,30,750,0.14024679292345626
875,30,780,0.1399937951043023
876,30,854,0.14056051030494282
877,30,876,0.13426136301363778
878,30,904,0.15672811835188863
879,30,915,0.07120785590121004
880,31,70,0.11762057150740474
881,31,92,0.09191615023120313
882,31,168,0.14849732669334045
883,31,194,0.1401791055682375
884,31,199,0.13687191379899052
885,31,309,0.14556871080319278
886,31,361,0.12061311971165678
887,31,418,0.12416014471822984
888,31,504,0.13689202131258993
889,31,511,0.07805611758149315
890,31,548,0.11998176303982867
891,31,562,0.11227012781482387
892,31,587,0.08281002047861616
893,31,687,0.09760365981673955
894,31,717,0.1404699486042154
895,31,738,0.07386845236554092
896,31,753,0.13199189377148884
897,31,758,0.1315397525430634
898,31,825,0.10478283254994157
899,31,988,0.06888925188730848
900,32,39,0.15611911767255557
901,32,54,0.12134917110834975
902,32,68,0.14532002946719463
903,32,135,0.14333905677598174
904,32,136,0.12246122470153811
905,32,175,0.08540508868435116
906,32,191,0.13685251354893122
907,32,201,0.09407380293282509
908,32,238,0.07327936908169384
909,32,241,0.08681094188810139
910,32,273,0.12484245592411997
911,32,314,0.11981635641490511
912,32,405,0.09491411380344976
913,32,444,0.15189052508905693
914,32,453,0.14693130404723984
915,32,493,0.13329588934677306
916,32,496,0.0867653521043563
917,32,515,0.13523152614097197
918,32,525,0.08893383567075235
919,32,598,0.07507036505477942
920,32,628,0.1199201003012576
921,32,675,0.14396894533510649
922,32,676,0.1435448182455674
923,32,718,0.1409583132579377
924,32,748,0.13649560993127802
925,32,749,0.12529982540610457
926,32,844,0.11811172697505494
927,32,894,0.14528497834814214
928,32,935,0.09823734749470217
929,32,961,0.10185857749999525
930,32,966,0.08410333532096412
931,33,36,0.13939766041041995
932,33,82,0.1180842936877716
