Step,Atoms,KinEng,top_disp,top_forc,bottom_f,side_for,all_wall,bond_cre,bond_bro,bond_int
1,50000,4.5347186e-20,0,0,-0.1099302,-3.9767442e-09,-0.1099302,0,0,0
100,50000,1.440088e-09,0,0,-0.10553464,-0.0002604341,-0.10579507,0,0,493500
200,50000,2.8834898e-09,0,0,-0.10367068,-0.00024479153,-0.10391547,0,0,493500
300,50000,4.5866369e-09,0,0,-0.10137772,0.00013298319,-0.10124474,0,0,493500
400,50000,5.9885028e-09,0,5.9263403e-06,-0.099070322,0.00076882439,-0.098295571,0,0,493500
500,50000,6.8413313e-09,0,2.3099644e-05,-0.096878443,0.0015944268,-0.095260916,0,0,493500
600,50000,7.2581316e-09,0,4.7483964e-05,-0.092660879,0.0020426859,-0.09057071,0,0,493500
700,50000,7.6543697e-09,0,8.299555e-05,-0.087908533,0.0022149207,-0.085610617,0,0,493500
800,50000,7.9407095e-09,0,0.00013449354,-0.083444205,0.002429175,-0.080880537,0,0,493500
900,50000,8.0604654e-09,0,0.00019939554,-0.079779714,0.0029340235,-0.076646295,0,0,493500
1000,50000,8.5575541e-09,0,0.00027536732,-0.075358835,0.0032929536,-0.071790514,0,0,493500
1100,50000,8.9943351e-09,0,0.00036063728,-0.071946527,0.0039645763,-0.067621313,0,0,493500
1200,50000,9.0241133e-09,0,0.00045587596,-0.067928294,0.0049084081,-0.06256401,0,0,493500
1300,50000,9.6355649e-09,0,0.00056509762,-0.063956412,0.0057562721,-0.057635042,0,0,493500
1400,50000,9.8980072e-09,0,0.00067911885,-0.060120495,0.0062890119,-0.053152364,0,0,493500
1500,50000,1.0049436e-08,0,0.00079363255,-0.05594382,0.0067435915,-0.048406596,0,0,493500
1600,50000,1.0519366e-08,0,0.0009090761,-0.052536216,0.0073015738,-0.044325566,0,0,493500
1700,50000,1.0743459e-08,0,0.0010222383,-0.04893018,0.0077697829,-0.040138159,0,0,493500
1800,50000,1.0959055e-08,0,0.0011394868,-0.0464956,0.0079276075,-0.037428505,0,0,493500
1900,50000,1.1140216e-08,0,0.0012499381,-0.042809606,0.0078376619,-0.033722006,0,0,493500
2000,50000,1.1315825e-08,0,0.0013495891,-0.039084163,0.0077979775,-0.029936596,0,0,493500
2100,50000,1.1287287e-08,0,0.0014434601,-0.036106262,0.0076092051,-0.027053596,0,0,493500
2200,50000,1.1385085e-08,0,0.0015238872,-0.033062807,0.0072552232,-0.024283696,0,0,493500
2300,50000,1.1437203e-08,0,0.0016008013,-0.031237162,0.0069590451,-0.022677315,0,0,493500
2400,50000,1.126549e-08,0,0.0016744095,-0.028975487,0.0066761439,-0.020624933,0,0,493500
2500,50000,1.1227806e-08,0,0.0017325726,-0.02623255,0.0063359722,-0.018164005,0,0,493500
2600,50000,1.1137124e-08,0,0.0017853553,-0.023846873,0.0060730109,-0.015988507,0,0,493500
2700,50000,1.0874042e-08,0,0.0018422074,-0.021972124,0.0058525526,-0.014277364,0,0,493500
2800,50000,1.0801814e-08,0,0.0019077216,-0.020090149,0.0056236072,-0.01255882,0,0,493500
