timestep,intact_bonds,fragment_count,largest_fragment_particles,second_fragment_particles,single_particle_fragments
0,0,250,1,1,250
5000,2641,1,250,0,0
10000,2641,1,250,0,0
15000,2641,1,250,0,0
20000,2641,1,250,0,0
25000,2641,1,250,0,0
30000,2641,1,250,0,0
35000,2641,1,250,0,0
40000,2641,1,250,0,0
45000,2641,1,250,0,0
50000,2641,1,250,0,0
55000,2641,1,250,0,0
60000,2641,1,250,0,0
65000,2641,1,250,0,0
70000,2641,1,250,0,0
75000,2641,1,250,0,0
80000,2641,1,250,0,0
85000,2641,1,250,0,0
90000,2641,1,250,0,0
95000,2641,1,250,0,0
100000,2641,1,250,0,0
105000,2641,1,250,0,0
110000,2641,1,250,0,0
115000,2641,1,250,0,0
120000,2641,1,250,0,0
125000,2641,1,250,0,0
130000,2641,1,250,0,0
135000,2641,1,250,0,0
140000,2641,1,250,0,0
145000,2641,1,250,0,0
150000,2641,1,250,0,0
155000,2641,1,250,0,0
160000,2641,1,250,0,0
165000,2641,1,250,0,0
170000,2641,1,250,0,0
175000,2641,1,250,0,0
180000,2641,1,250,0,0
185000,2641,1,250,0,0
190000,2641,1,250,0,0
195000,2640,1,250,0,0
200000,2635,1,250,0,0
205000,2620,3,248,1,2
210000,2620,3,248,1,2
215000,2620,3,248,1,2
220000,2620,3,248,1,2
225000,2620,3,248,1,2
230000,2620,3,248,1,2
235000,2620,3,248,1,2
240000,2619,3,248,1,2
245000,2603,5,125,122,3
250000,2603,5,125,122,3
255000,2603,5,125,122,3
260000,2603,5,125,122,3
265000,2603,5,125,122,3
270000,2593,6,125,121,4
275000,2593,6,125,121,4
280000,2593,6,125,121,4
285000,2575,8,124,120,6
290000,2575,8,124,120,6
295000,2575,8,124,120,6
300000,2575,8,124,120,6
305000,2575,8,124,120,6
310000,2575,8,124,120,6
315000,2575,8,124,120,6
320000,2575,8,124,120,6
325000,2575,8,124,120,6
330000,2563,9,124,119,7
335000,2556,9,124,119,7
340000,2556,9,124,119,7
345000,2556,9,124,119,7
350000,2556,9,124,119,7
355000,2556,9,124,119,7
360000,2556,9,124,119,7
365000,2534,11,123,118,9
370000,2534,11,123,118,9
375000,2523,12,123,117,10
380000,2511,13,123,116,11
385000,2511,13,123,116,11
390000,2511,13,123,116,11
395000,2511,13,123,116,11
400000,2488,15,122,115,13
405000,2474,16,122,114,14
410000,2461,17,122,113,15
415000,2461,17,122,113,15
420000,2461,17,122,113,15
425000,2461,17,122,113,15
430000,2461,17,122,113,15
435000,2432,20,120,112,18
440000,2432,20,120,112,18
445000,2432,20,120,112,18
450000,2432,20,120,112,18
455000,2421,21,120,111,19
460000,2408,22,119,111,20
465000,2408,22,119,111,20
470000,2395,23,119,110,21
475000,2395,23,119,110,21
480000,2395,23,119,110,21
485000,2395,23,119,110,21
490000,2395,23,119,110,21
495000,2395,23,119,110,21
500000,2384,24,119,109,22
505000,2384,24,119,109,22
510000,2376,25,119,108,23
515000,2376,25,119,108,23
520000,2376,25,119,108,23
525000,2376,25,119,108,23
530000,2376,25,119,108,23
535000,2376,25,119,108,23
540000,2376,25,119,108,23
545000,2376,25,119,108,23
550000,2375,25,119,108,23
555000,2375,25,119,108,23
560000,2375,25,119,108,23
565000,2356,26,119,107,24
570000,2335,28,118,106,26
575000,2320,29,118,105,27
580000,2320,29,118,105,27
585000,2308,30,117,105,28
590000,2277,32,117,103,30
595000,2277,32,117,103,30
600000,2277,32,117,103,30
