metric,value
source_csv,data/processed/PB-002-densify_thermo.csv
rows,81
peak_top_force_N,121.97409
peak_top_force_displacement_mm,0.8
peak_bottom_force_N,0.0
peak_bottom_force_displacement_mm,0.0
final_intact_bonds,70245.0
final_broken_bonds,8419.0
first_break_displacement_mm,0.02
first_break_step,2000.0
