metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RES-1000_thermo.csv
rows,601
peak_top_force_N,22.640137
peak_top_force_displacement_mm,0.296
peak_bottom_force_N,21.340106
peak_bottom_force_displacement_mm,0.296
final_intact_bonds,10272.0
final_broken_bonds,2241.0
first_break_displacement_mm,0.0965
first_break_step,193000.0
