Step,Atoms,KinEng,top_disp,top_forc,bottom_f,bond_cre,bond_bro,bond_int
0,6000,0,0,0,0,0,0,0
1000,6000,2.4980085e-11,5e-06,0,-0.059424835,80676,0,80676
