pebble_id,intact_internal_bonds,initial_internal_bonds,final_broken_internal_bonds,initial_x,initial_y,initial_z
196,5876,5876,0,0.00500024,0.00390287,0.00153175
197,5876,5876,0,0.00478304,-0.00172329,0.00153515
198,5876,5876,0,0.00497156,-0.00273748,0.00157742
199,5876,5876,0,0.00400432,-0.00500045,0.00159536
200,5876,5876,0,0.00500035,0.00175387,0.00161642
201,5876,5876,0,0.000946399,-0.000763715,0.00163184
202,5876,5876,0,-5.61158e-05,0.00347472,0.00164494
203,5876,5876,0,-0.000207713,0.0045263,0.00164962
204,5876,5876,0,-0.00500022,0.00311423,0.00167395
205,5876,5876,0,0.000408287,-0.00232568,0.00168918
206,5876,5876,0,-0.00218209,0.00500033,0.00170602
207,5876,5876,0,-0.00418012,-0.00134078,0.00173928
208,5876,5876,0,0.00245499,0.0011219,0.00174478
209,5876,5876,0,0.00406098,-0.00311173,0.00175278
210,5876,5876,0,0.00191203,-0.000538471,0.00176071
211,5876,5876,0,-0.00270726,-0.000389435,0.00176573
212,5876,5876,0,-0.00341103,-0.00259741,0.00176876
213,5876,5876,0,0.00307508,-0.00402816,0.00178548
214,5876,5876,0,0.00164012,-0.00333667,0.00178939
215,5876,5876,0,0.00108286,0.00209623,0.00179411
216,5876,5876,0,0.00423033,0.00447969,0.00180439
217,5876,5876,0,0.00205918,0.00231055,0.00181778
218,5876,5876,0,0.00500041,-0.000791812,0.00182663
219,5876,5876,0,-0.00413282,0.00499043,0.00185209
220,5876,5876,0,-0.00404599,-0.000359326,0.00187248
221,5876,5876,0,-0.00320699,-0.00152774,0.00187287
222,5876,5876,0,-0.000246851,9.4119e-05,0.00187766
223,5876,5876,0,0.0025509,-0.00500007,0.00189075
224,5876,5876,0,-0.00499534,-0.00330288,0.00190659
225,5876,5876,0,0.00210624,0.00413437,0.00191056
226,5876,5876,0,0.00281723,-0.00125291,0.00192019
227,5876,5876,0,0.00228096,-0.00209681,0.0019268
228,5876,5876,0,0.0041799,-0.000199685,0.0019362
229,5876,5876,0,-0.00133945,-0.00322862,0.00193838
230,5876,5876,0,-0.0050002,-6.82597e-05,0.00193878
231,5876,5876,0,0.00402722,0.00158614,0.00194313
232,5876,5876,0,-0.00192749,0.000384364,0.00196147
