pebble_id,intact_internal_bonds,initial_internal_bonds,final_broken_internal_bonds,initial_x,initial_y,initial_z
471,5876,5876,0,0.000174311,-0.00101273,0.00378697
472,5876,5876,0,0.00340395,-0.00345258,0.00378896
473,5876,5876,0,-0.00500011,0.00500003,0.0037944
474,5876,5876,0,-0.00402559,-0.00328728,0.00380052
475,5876,5876,0,0.00372962,0.000375691,0.00380055
476,5876,5876,0,-0.00257833,0.00443117,0.0038036
477,5876,5876,0,-0.00169731,0.00219587,0.00381384
478,5876,5876,0,0.00018216,5.98135e-05,0.00381568
479,5876,5876,0,0.00117039,-0.000896916,0.00381741
480,5876,5876,0,-0.00166949,-0.00129102,0.00382595
481,5876,5876,0,-0.00500045,-0.000670104,0.00383096
482,5876,5876,0,0.00440348,0.00313797,0.00384033
483,5876,5876,0,-0.00149329,0.000775824,0.00384489
484,5876,5876,0,-0.00500018,0.00200237,0.00384648
485,5876,5876,0,-0.00500005,-0.00361415,0.00387863
486,5876,5876,0,0.000148839,-0.00500023,0.00388719
487,5876,5876,0,-0.00384042,0.000932765,0.00389085
488,5876,5876,0,-0.00163364,0.0040311,0.0039023
489,5876,5876,0,-0.00500025,-0.00256364,0.00390908
490,5876,5876,0,0.00111162,0.00252772,0.00390914
491,5876,5876,0,0.00195388,0.00168818,0.00391861
492,5876,5876,0,0.00476413,-0.00372406,0.00392004
493,5876,5876,0,-0.00131629,-0.00488353,0.00395571
494,5876,5876,0,-0.00500008,-0.0048584,0.0039607
495,5876,5876,0,0.000992077,0.00128274,0.00397178
496,5876,5876,0,0.00289427,0.00279663,0.00397386
497,5876,5876,0,0.00396398,0.00225027,0.00397754
498,5876,5876,0,0.0026421,-0.00407149,0.00397851
499,5876,5876,0,-0.0030182,0.00355138,0.0039834
500,5876,5876,0,-0.00255364,0.000887392,0.00400348
501,5876,5876,0,0.000785637,0.00497418,0.00400641
502,5876,5876,0,0.00339756,-0.00154814,0.00400799
503,5876,5876,0,-0.00147836,-0.00387803,0.00401666
504,5876,5876,0,-0.000996421,-0.00200449,0.00401963
505,5876,5876,0,0.00227693,-0.00500015,0.00404075
506,5876,5876,0,-0.00394933,0.00191499,0.00404248
507,5876,5876,0,0.00218255,0.000724877,0.0040591
508,5876,5876,0,-0.00307515,-0.00360316,0.00406359
509,5876,5876,0,-0.00404258,-0.00232384,0.00406688
510,5876,5876,0,0.000842829,-0.00265909,0.00406691
511,5876,5876,0,0.0018691,-0.000224335,0.00408171
512,5876,5876,0,-0.00500008,0.000297228,0.00408316
513,5876,5876,0,0.00476464,-0.00273847,0.00408826
514,5876,5876,0,-0.00403133,0.00291027,0.00409028
515,5876,5876,0,-0.001477,0.00500018,0.00409247
516,5876,5876,0,0.000319337,-0.00367466,0.00410784
517,5876,5876,0,0.00419866,-0.00452632,0.00411077
518,5876,5876,0,-0.00212085,-0.00310718,0.00411874
519,5876,5876,0,0.00327137,-0.00500004,0.00414518
520,5876,5876,0,-0.000759023,-0.00103003,0.00414609
521,5876,5876,0,-0.00348541,3.81032e-05,0.00416176
522,5876,5876,0,0.00255195,-0.00308608,0.00416225
523,5876,5876,0,-0.000961573,-5.01572e-05,0.00416375
524,5876,5876,0,0.000254527,0.00370698,0.00416429
525,5876,5876,0,0.00348948,-0.00253086,0.00416625
526,5876,5876,0,0.00285903,0.00410613,0.00418097
527,5876,5876,0,0.00192868,0.00500016,0.00418578
528,5876,5876,0,-1.29652e-05,-0.00195667,0.00419292
529,5876,5876,0,0.00159652,-0.00425152,0.00419559
530,5876,5876,0,0.00290012,9.45513e-06,0.00422196
531,5876,5876,0,-0.000312812,-0.00290968,0.00422949
532,5876,5876,0,-0.000125823,0.00091434,0.00423381
533,5876,5876,0,0.00435719,-0.000270637,0.00423386
534,5876,5876,0,0.00183271,-0.00179593,0.00423397
535,5876,5876,0,0.0012581,0.00383809,0.0042352
536,5876,5876,0,-0.000204754,0.00499991,0.00424929
537,5876,5876,0,-0.00262627,-0.00447653,0.00425206
538,5876,5876,0,-0.00194991,0.00304907,0.00426986
539,5876,5876,0,0.00500025,0.00172367,0.0042832
540,5876,5876,0,0.00205157,0.00323223,0.00428957
541,5876,5876,0,0.00380514,0.00500001,0.00429126
542,5876,5876,0,-0.000585453,0.00220031,0.00429721
543,5876,5876,0,0.00474717,0.00466572,0.0043189
544,5876,5876,0,-0.00251648,-0.00112322,0.00432991
545,5876,5876,0,0.00359094,0.00344313,0.00433602
546,5876,5876,0,-0.00500017,0.00293089,0.00433628
547,5876,5876,0,-0.000685293,0.00334721,0.00433825
548,5876,5876,0,-0.00341768,0.00500013,0.00437105
549,5876,5876,0,-0.00426201,-0.0040693,0.00437654
550,5876,5876,0,-0.00253451,-0.000127779,0.0044224
551,5876,5876,0,0.000981083,-0.0050002,0.00444123
552,5876,5876,0,-0.00422028,0.00382296,0.00445162
553,5876,5876,0,-0.00500013,-0.00169644,0.00446661
554,5876,5876,0,0.00275145,0.00143853,0.0044673
555,5876,5876,0,-0.00499797,0.00121969,0.00446845
556,5876,5876,0,-0.00398958,-0.000767901,0.00447125
557,5876,5876,0,0.00500014,-0.00500019,0.0044752
558,5876,5876,0,-0.00391941,-0.00500033,0.0044994
559,5876,5876,0,0.00499978,0.00371537,0.00450041
560,5876,5876,0,-0.00198468,0.00153633,0.00450809
561,5876,5876,0,-0.000882782,0.00431243,0.00450906
562,5876,5876,0,0.00278941,-0.00093938,0.00451701
563,5876,5876,0,-0.00322111,0.00142357,0.00452002
564,5876,5876,0,0.00406976,-0.00331236,0.00452151
565,5876,5876,0,0.00500036,0.00271573,0.00452203
566,5876,5876,0,0.000518969,0.0019679,0.00452531
567,5876,5876,0,-0.00298431,-0.00218322,0.00452573
568,5876,5876,0,-0.00100786,0.00132337,0.0045263
569,5876,5876,0,0.000885017,-0.00167101,0.00452746
570,5876,5876,0,0.000667207,-0.000426646,0.00454222
571,5876,5876,0,-0.000238895,-0.00437035,0.00455983
572,5876,5876,0,0.00170754,-0.00273157,0.00456341
573,5876,5876,0,-0.0016784,-0.000642418,0.00458686
574,5876,5876,0,-0.00234347,0.00500007,0.00459162
575,5876,5876,0,-0.00265988,0.00226823,0.00459791
576,5876,5876,0,0.0041024,-0.0011638,0.00460354
577,5876,5876,0,0.00229469,0.00231878,0.00461576
578,5876,5876,0,0.00136328,0.000621004,0.00462289
579,5876,5876,0,-0.00360302,-0.00299845,0.00465943
580,5876,5876,0,0.00441938,0.00072659,0.00467357
581,5876,5876,0,-0.00436296,0.00490548,0.00468278
582,5876,5876,0,0.00341952,0.000727215,0.00468525
583,5876,5876,0,0.0011172,-0.00352812,0.00469226
584,5876,5876,0,0.00424145,-0.00214889,0.0047033
585,5876,5876,0,-0.00418518,0.000487169,0.00471681
586,5876,5876,0,-0.00169879,0.000347648,0.00472473
587,5876,5876,0,-0.000842234,-0.00359213,0.00473309
588,5876,5876,0,0.00287806,0.005,0.00473309
589,5876,5876,0,0.00314634,-0.00365338,0.00473389
590,5876,5876,0,0.00257853,-0.00227759,0.0047504
591,5876,5876,0,0.00204161,0.00418348,0.00475157
592,5876,5876,0,9.67997e-05,0.00284548,0.00475182
593,5876,5876,0,-0.00242596,0.00378205,0.0047552
594,5876,5876,0,-0.00145381,0.00234133,0.00477258
595,5876,5876,0,1.02393e-05,-0.00114389,0.00477465
596,5876,5876,0,0.00144044,0.00167179,0.00477648
597,5876,5876,0,-0.00328944,0.00302174,0.00478686
598,5876,5876,0,-0.00497436,-0.00304016,0.00478752
599,5876,5876,0,0.00121668,0.00300885,0.00479244
600,5876,5876,0,-0.00109037,-0.00262565,0.0047975
601,5876,5876,0,0.00339117,0.00255081,0.00480577
602,5876,5876,0,-0.00500003,-0.000484338,0.00481346
603,5876,5876,0,0.00215287,-0.00371466,0.00482972
604,5876,5876,0,-0.00338172,-0.00414739,0.00484427
605,5876,5876,0,-0.00335848,0.0041279,0.00485625
606,5876,5876,0,-0.00187691,-0.00422652,0.00486469
607,5876,5876,0,0.00500024,-0.00329195,0.00488686
608,5876,5876,0,0.00277453,-0.00456715,0.00489725
609,5876,5876,0,0.00123055,0.00499998,0.00490152
610,5876,5876,0,0.00352973,0.00426183,0.00490674
611,5876,5876,0,0.00431473,0.00208542,0.00491462
612,5876,5876,0,-0.00413838,0.00146626,0.00491587
613,5876,5876,0,-0.00212237,-0.00250542,0.00491714
614,5876,5876,0,0.00500029,-0.00146352,0.00492474
615,5876,5876,0,-0.00264544,-0.00335746,0.00493238
616,5876,5876,0,-0.00145435,0.00360994,0.00493284
617,5876,5876,0,0.00279073,0.00342367,0.00493487
618,5876,5876,0,-0.000977867,-0.00160339,0.00493538
619,5876,5876,0,-0.00117295,-0.00500012,0.00493834
620,5876,5876,0,0.00184506,-0.0049334,0.00494011
621,5876,5876,0,-0.00499881,-0.00500018,0.00495043
622,5876,5876,0,-0.00328022,-0.00127942,0.00495596
623,5876,5876,0,-0.000642448,0.000462325,0.00496083
624,5876,5876,0,0.00500018,-3.45065e-05,0.00496207
625,5876,5876,0,0.00414138,-0.00500022,0.00498915
626,5876,5876,0,-0.00263672,0.000745639,0.00498956
627,5876,5876,0,0.00334647,-0.0016867,0.00499684
628,5876,5876,0,-0.00412023,0.00250841,0.00500134
629,5876,5876,0,-0.00500027,0.0041001,0.00501202
630,5876,5876,0,0.000445578,0.000669144,0.00501666
631,5876,5876,0,0.0022059,-0.000301946,0.00502
632,5876,5876,0,-0.00384853,-0.00209941,0.00502166
633,5876,5876,0,-0.000785027,-0.00053161,0.00502188
634,5876,5876,0,0.00243532,0.000671306,0.00502508
635,5876,5876,0,0.00421432,0.00307403,0.0050253
636,5876,5876,0,-0.00500031,0.00203645,0.00504503
637,5876,5876,0,-0.00500029,-0.00400514,0.00504764
638,5876,5876,0,-0.000187496,0.00384085,0.00505111
639,5876,5876,0,-0.00017469,0.00148125,0.0050561
640,5876,5876,0,0.000860009,-0.00252358,0.00505724
641,5876,5876,0,0.000770819,0.00412612,0.00505944
642,5876,5876,0,-0.00132892,0.00500018,0.00508143
643,5876,5876,0,0.00383337,-0.000328964,0.00508343
644,5876,5876,0,9.52517e-05,-0.00316597,0.00510546
645,5876,5876,0,0.00216055,-0.00144225,0.00510966
646,5876,5876,0,-0.00323828,-4.11656e-05,0.0051273
647,5876,5876,0,0.00336597,-0.00276243,0.00513106
648,5876,5876,0,0.000258379,0.00500008,0.00513535
649,5876,5876,0,-0.0021027,-0.00153172,0.00514318
650,5876,5876,0,0.00499679,-0.0042579,0.00514496
651,5876,5876,0,0.00346435,0.00161348,0.00514594
652,5876,5876,0,-5.94488e-05,-0.00214796,0.00517325
653,5876,5876,0,0.00427371,0.00500028,0.00517447
654,5876,5876,0,-0.00443148,-0.00130464,0.00518983
655,5876,5876,0,0.00394463,-0.0040416,0.00519412
656,5876,5876,0,0.00500003,0.00134141,0.00520718
657,5876,5876,0,0.000461224,-0.00408974,0.00521616
658,5876,5876,0,-0.00216978,0.00286972,0.00522864
659,5876,5876,0,-0.00165905,-0.00332824,0.00524578
660,5876,5876,0,0.0044355,0.00401823,0.0052682
661,5876,5876,0,-0.000745551,0.00299076,0.00527052
662,5876,5876,0,-0.00500034,0.000631738,0.00527711
663,5876,5876,0,0.00125968,-0.000119317,0.00528679
664,5876,5876,0,0.000872434,-0.0010411,0.00530395
665,5876,5876,0,-0.00417366,-0.00350527,0.00530532
666,5876,5876,0,0.00499998,-0.00238612,0.00531023
667,5876,5876,0,-0.00330727,0.00202061,0.00531834
668,5876,5876,0,-0.00418077,-0.00450485,0.00532756
669,5876,5876,0,-0.00157821,0.00113517,0.00532879
670,5876,5876,0,-0.0049181,0.00301573,0.00532915
671,5876,5876,0,-0.00500005,-0.00220069,0.00533009
672,5876,5876,0,0.00230053,0.00161128,0.00534266
673,5876,5876,0,-0.00417089,-0.000325287,0.0053493
674,5876,5876,0,-0.00401231,0.00343885,0.00535093
675,5876,5876,0,-0.00327921,-0.00500007,0.00535636
676,5876,5876,0,-0.00226109,-0.00500013,0.00536829
677,5876,5876,0,-0.00336783,0.0050001,0.00536963
678,5876,5876,0,0.00211138,0.00500014,0.00537482
679,5876,5876,0,-0.00228936,-0.000232066,0.0053861
680,5876,5876,0,0.000136047,-0.000363613,0.00538698
681,5876,5876,0,0.00190061,0.00342714,0.00539026
682,5876,5876,0,0.000913454,0.00226929,0.00539321
683,5876,5876,0,0.00144086,-0.00414718,0.00540746
684,5876,5876,0,-0.00234271,0.00177442,0.00541072
685,5876,5876,0,0.000816227,-0.00500016,0.00542726
686,5876,5876,0,0.00216194,-0.00286501,0.00544404
687,5876,5876,0,-0.00500018,0.0050002,0.0054473
688,5876,5876,0,-0.00194419,0.00430698,0.00545631
689,5876,5876,0,-0.000597061,-0.00439965,0.0054929
690,5876,5876,0,0.00422256,-0.00312904,0.00549379
691,5876,5876,0,0.00500012,0.0025159,0.00550169
692,5876,5876,0,0.00292615,-0.000936819,0.0055075
693,5876,5876,0,-0.00296377,-0.00204515,0.00551586
694,5876,5876,0,0.00269241,0.00261738,0.00551775
695,5876,5876,0,-0.00416066,0.00441173,0.00552824
696,5876,5876,0,0.00392928,0.000560942,0.00552929
697,5876,5876,0,0.00303229,5.68746e-05,0.00554051
698,5876,5876,0,0.00161612,0.000911264,0.00554556
699,5876,5876,0,-0.000911668,0.00204811,0.00555975
700,5876,5876,0,-0.00269697,-0.00412375,0.00557259
701,5876,5876,0,-0.000959958,0.00418581,0.00558401
702,5876,5876,0,0.00396678,-0.00117829,0.00559398
703,5876,5876,0,0.000424726,0.00326859,0.00559625
704,5876,5876,0,-0.00147387,-0.00216472,0.00559767
705,5876,5876,0,0.00263885,0.00414476,0.00561037
706,5876,5876,0,0.00359692,0.00357615,0.00563126
707,5876,5876,0,-0.00336896,-0.00300939,0.00563128
708,5876,5876,0,-0.00142384,-0.000990527,0.00563914
709,5876,5876,0,0.000930912,-0.00332299,0.00565355
710,5876,5876,0,0.0039743,-0.00217592,0.00566644
711,5876,5876,0,-0.000637873,-0.00279219,0.00567353
712,5876,5876,0,-0.000445955,-0.00120247,0.00568103
713,5876,5876,0,0.00291684,-0.00347958,0.00569133
714,5876,5876,0,0.00314924,0.00500019,0.00569552
715,5876,5876,0,0.00382141,0.00245269,0.00570303
716,5876,5876,0,-0.00323489,0.00110232,0.00570698
717,5876,5876,0,0.000724723,0.00133318,0.00571005
718,5876,5876,0,0.00282626,-0.00215334,0.00571192
719,5876,5876,0,-0.00410148,0.000603876,0.0057138
720,5876,5876,0,-0.00322125,0.00290474,0.00577754
721,5876,5876,0,-0.00105336,6.25429e-05,0.00578005
722,5876,5876,0,0.00235387,-0.00430067,0.00578466
723,5876,5876,0,-0.00500006,-0.0030935,0.00578563
724,5876,5876,0,-0.00238673,-0.00291269,0.00579129
725,5876,5876,0,-0.00339398,-0.000761244,0.00580346
726,5876,5876,0,-0.00153893,-0.00427434,0.00580425
727,5876,5876,0,0.00300956,0.0010197,0.00580932
728,5876,5876,0,-0.000705154,0.00110365,0.00581497
729,5876,5876,0,0.00500026,-0.0049971,0.00581831
730,5876,5876,0,4.68259e-05,0.0020558,0.00584403
731,5876,5876,0,-0.000443078,0.00500014,0.00584778
732,5876,5876,0,-0.00325695,0.00413071,0.00585098
733,5876,5876,0,0.00180104,0.00231186,0.00585165
734,5876,5876,0,0.000947066,0.00487112,0.00585168
735,5876,5876,0,0.00500006,0.00498679,0.00586154
736,5876,5876,0,-0.00149422,0.00326906,0.00587207
737,5876,5876,0,0.00185056,-0.00200719,0.00587403
738,5876,5876,0,-0.00500009,-0.000162956,0.00588388
739,5876,5876,0,0.00500015,0.000324308,0.00589525
740,5876,5876,0,0.000185792,0.00422426,0.00589581
741,5876,5876,0,0.00500004,-0.00158377,0.00591733
742,5876,5876,0,-0.0024572,0.00353434,0.00591817
743,5876,5876,0,0.00190748,-0.000913695,0.00591975
744,5876,5876,0,6.73605e-05,0.000478065,0.00592219
745,5876,5876,0,-0.00230609,0.000807615,0.00593102
746,5876,5876,0,-0.00254194,0.00497635,0.00593277
747,5876,5876,0,0.00406809,0.00150966,0.00593613
748,5876,5876,0,0.00117221,0.00383729,0.00593882
749,5876,5876,0,-0.00423295,-0.00200006,0.00593926
750,5876,5876,0,-0.00244601,-0.00104531,0.00594642
751,5876,5876,0,-0.00500002,-0.00499867,0.00595032
752,5876,5876,0,-6.67468e-05,-0.00369904,0.00596998
753,5876,5876,0,0.00401388,-0.00500009,0.00598083
754,5876,5876,0,-0.00360279,-0.00401879,0.00598289
755,5876,5876,0,0.00444508,0.00318806,0.0059915
756,5876,5876,0,0.000874946,-0.00218674,0.00599846
757,5876,5876,0,-0.00415113,0.00255266,0.00599974
758,5876,5876,0,0.0042292,-0.000303508,0.00600118
759,5876,5876,0,-0.00500009,-0.00124193,0.00600989
760,5876,5876,0,-0.00473573,-0.00403144,0.00601154
761,5876,5876,0,8.33019e-06,-0.00500015,0.00601622
762,5876,5876,0,0.0019099,8.12074e-05,0.00601941
763,5876,5876,0,-0.00500009,0.00200529,0.00604438
764,5876,5876,0,0.00301665,-0.00500015,0.00605098
765,5876,5876,0,0.00159716,-0.00500008,0.00605159
766,5876,5876,0,-0.00155038,0.00500024,0.00605943
767,5876,5876,0,-0.00307756,0.000190749,0.00608645
768,5876,5876,0,0.00500025,0.00401403,0.00609327
769,5876,5876,0,0.00500004,-0.00402082,0.0061163
770,5876,5876,0,-0.00238412,0.00247558,0.00612227
771,5876,5876,0,-0.00165818,0.001718,0.00613732
772,5876,5876,0,0.00403761,0.00488072,0.00613872
773,5876,5876,0,0.000778473,-0.00430053,0.00614072
774,5876,5876,0,-0.00391089,-0.00500013,0.00615308
775,5876,5876,0,0.00308261,0.0019545,0.00615664
776,5876,5876,0,0.00101916,-0.000527075,0.00616747
777,5876,5876,0,-0.000328622,0.00296432,0.00617896
778,5876,5876,0,0.000410853,-0.00132047,0.0061825
779,5876,5876,0,-0.00143713,-0.0030952,0.00619246
780,5876,5876,0,0.00391401,-0.0040281,0.00619345
781,5876,5876,0,0.00189914,0.00447317,0.00619761
782,5876,5876,0,-0.000974957,-0.0050001,0.00619785
783,5876,5876,0,-0.0022453,-0.00198902,0.0062091
784,5876,5876,0,0.0050001,0.0012733,0.00621037
785,5876,5876,0,0.0010197,0.000486809,0.00622652
786,5876,5876,0,-0.00436255,0.00373758,0.00623843
787,5876,5876,0,0.00103949,0.00282431,0.00624764
788,5876,5876,0,-0.00412486,-0.00320209,0.0062569
789,5876,5876,0,-0.00499997,0.000759999,0.0062687
790,5876,5876,0,-0.00183355,-0.000324824,0.00627124
791,5876,5876,0,-0.00294006,-0.00479352,0.00627409
792,5876,5876,0,-0.00041703,-0.00200583,0.00627553
793,5876,5876,0,-0.00386822,0.00500005,0.00628198
794,5876,5876,0,-0.00423789,0.00140762,0.0062928
795,5876,5876,0,0.00212469,-0.00338897,0.0062948
796,5876,5876,0,0.00229749,0.00351089,0.00630423
797,5876,5876,0,0.00320346,0.00295443,0.00630829
798,5876,5876,0,0.0034354,-0.0016318,0.00630933
799,5876,5876,0,-0.0034064,0.00196274,0.00631163
800,5876,5876,0,-0.00500006,0.00296931,0.00632462
801,5876,5876,0,-0.00401319,-0.000178714,0.00632977
802,5876,5876,0,0.00217226,0.00118393,0.00633044
803,5876,5876,0,-0.00196424,-0.00500017,0.00634456
804,5876,5876,0,0.00017551,-0.00280751,0.00635213
805,5876,5876,0,-0.00339716,-0.00233811,0.00637156
806,5876,5876,0,4.95621e-05,-0.000409679,0.00638209
807,5876,5876,0,0.00325688,0.00428008,0.00638452
808,5876,5876,0,-0.00142843,0.000746201,0.00640592
809,5876,5876,0,0.00309542,-0.00281226,0.00641417
810,5876,5876,0,-0.0013248,-0.00161108,0.00641686
811,5876,5876,0,-0.00180409,0.00409787,0.0064239
812,5876,5876,0,0.00409519,-0.00280765,0.00643205
813,5876,5876,0,-0.00091252,-0.00067631,0.00643889
814,5876,5876,0,-0.00500005,0.00500004,0.00644717
815,5876,5876,0,0.00130223,0.00168285,0.0064476
816,5876,5876,0,0.00272171,-0.000685297,0.00645335
817,5876,5876,0,-0.00402938,-0.00117015,0.00645844
818,5876,5876,0,0.00500001,0.00224505,0.0064642
819,5876,5876,0,-0.00225409,-0.00405102,0.00646647
820,5876,5876,0,-0.00500013,-0.00236262,0.00646809
821,5876,5876,0,0.00276736,0.000315963,0.00647702
822,5876,5876,0,0.00424209,0.000617768,0.00647737
823,5876,5876,0,-0.00300479,-0.00339077,0.00648072
824,5876,5876,0,3.51555e-06,0.00129626,0.00649351
825,5876,5876,0,0.0029703,-0.00403047,0.00652413
826,5876,5876,0,0.00432489,-0.00116928,0.00652744
827,5876,5876,0,-0.00111754,0.00246113,0.00653133
828,5876,5876,0,0.00133676,-0.00145886,0.00653369
829,5876,5876,0,-0.000880408,0.00445453,0.00656238
830,5876,5876,0,0.000255921,0.00500009,0.00656271
831,5876,5876,0,0.00247033,-0.00164599,0.00657055
832,5876,5876,0,0.00046032,0.00356239,0.0065932
833,5876,5876,0,-0.0025653,0.00150481,0.0065992
834,5876,5876,0,0.00500009,-0.000438038,0.00662357
835,5876,5876,0,0.00159522,-0.00260972,0.00663
836,5876,5876,0,0.00164037,-0.0041928,0.00663989
837,5876,5876,0,0.00100759,-0.00341857,0.00664586
838,5876,5876,0,0.00500008,-0.00317414,0.00664821
839,5876,5876,0,0.00234403,0.0025736,0.00664935
840,5876,5876,0,-0.00103983,-0.00409499,0.00665175
841,5876,5876,0,0.00401856,0.00220625,0.00665184
842,5876,5876,0,-0.00344712,0.000916602,0.00666631
843,5876,5876,0,0.0041859,0.00404805,0.00667214
844,5876,5876,0,-0.00056584,0.000321138,0.00667977
845,5876,5876,0,0.00464051,-0.00473706,0.00671434
846,5876,5876,0,0.00341372,0.00112334,0.00671797
847,5876,5876,0,0.00497266,-0.00217728,0.00672155
848,5876,5876,0,-0.00201172,0.00317115,0.0067365
849,5876,5876,0,-0.00500001,-0.00339743,0.00673825
850,5876,5876,0,0.00105377,0.00442399,0.00673975
851,5876,5876,0,0.00356483,-0.000224804,0.00674427
852,5876,5876,0,-0.00282514,-0.000517961,0.00674489
853,5876,5876,0,-0.00299023,0.00296591,0.00674849
854,5876,5876,0,0.000279598,0.00241116,0.00674919
855,5876,5876,0,-7.17662e-05,-0.0043252,0.0067495
856,5876,5876,0,0.00230724,-0.00500008,0.00675553
857,5876,5876,0,-0.00267234,0.00445004,0.0067729
858,5876,5876,0,-0.00500005,-0.000604989,0.00678073
859,5876,5876,0,-0.00360787,0.00409747,0.00678673
860,5876,5876,0,-0.00312776,-0.00146989,0.00678764
861,5876,5876,0,0.00500007,0.00331959,0.00681273
862,5876,5876,0,-0.00414755,-0.00411395,0.00681598
863,5876,5876,0,-0.00233087,0.000348095,0.00681868
864,5876,5876,0,0.00177746,-0.000501197,0.00682131
865,5876,5876,0,0.00145432,0.0035134,0.00684178
866,5876,5876,0,0.00357369,-0.00476002,0.00684596
867,5876,5876,0,-0.000586581,-0.00322533,0.00684655
868,5876,5876,0,-0.0039814,0.00304667,0.00685239
869,5876,5876,0,-0.00460786,-0.00500002,0.00687015
870,5876,5876,0,-0.00211896,-0.00121353,0.00687625
871,5876,5876,0,0.00500007,0.00462625,0.00688382
872,5876,5876,0,-0.000765543,0.00351647,0.00688889
873,5876,5876,0,0.000412407,-0.0020099,0.00690663
874,5876,5876,0,-0.00500019,0.0041138,0.00691029
875,5876,5876,0,-0.00458821,0.00225496,0.00692058
876,5876,5876,0,-0.000260578,-0.00125996,0.0069228
877,5876,5876,0,-0.00260272,-0.00258977,0.00692409
878,5876,5876,0,-0.00145624,-0.00244536,0.00695219
879,5876,5876,0,-0.00196814,0.00220496,0.00699031
880,5876,5876,0,0.00246366,0.00424295,0.00699201
881,5876,5876,0,-0.00187066,0.00500005,0.00700664
882,5876,5876,0,-0.00124948,0.00150996,0.00702586
883,5876,5876,0,0.00266234,0.00170514,0.00702901
884,5876,5876,0,0.00151869,0.000901173,0.00703234
885,5876,5876,0,0.000651283,-0.000866895,0.00704051
886,5876,5876,0,0.00181261,0.00500011,0.00704306
887,5876,5876,0,-0.00485566,-0.00155858,0.00704471
888,5876,5876,0,0.00418369,-0.00358867,0.00705021
889,5876,5876,0,0.00311289,0.00500011,0.00706316
890,5876,5876,0,-0.00500004,0.00135634,0.00707133
891,5876,5876,0,0.00341125,0.00356125,0.0070754
892,5876,5876,0,-0.00170447,-0.00348069,0.0070768
893,5876,5876,0,0.00144944,0.00244549,0.0070773
894,5876,5876,0,-7.41857e-05,0.00423106,0.00710985
895,5876,5876,0,-0.00140371,-6.5028e-06,0.00711601
896,5876,5876,0,-0.00393927,-0.00195197,0.0071178
897,5876,5876,0,-0.00370522,-0.00292417,0.0071209
898,5876,5876,0,0.000958585,7.95885e-05,0.00713762
899,5876,5876,0,0.00410961,0.00500007,0.00714284
900,5876,5876,0,0.00330753,-0.00110261,0.00714805
901,5876,5876,0,0.00395836,-0.0018618,0.00714865
902,5876,5876,0,0.00244538,-0.0026446,0.00715525
903,5876,5876,0,0.00500012,0.00040488,0.00716142
904,5876,5876,0,-0.000740161,-0.00494008,0.00716794
905,5876,5876,0,-0.00340723,0.00500008,0.0071693
906,5876,5876,0,0.00500001,0.00154062,0.00717391
907,5876,5876,0,-0.00500007,0.000360539,0.00718536
908,5876,5876,0,-0.00380678,0.00169083,0.00718678
909,5876,5876,0,-0.0017607,-0.00452101,0.00719831
910,5876,5876,0,0.00069143,0.0014471,0.00720333
911,5876,5876,0,-0.00263838,-0.0050001,0.00720475
912,5876,5876,0,0.00141549,-0.00500008,0.00720782
913,5876,5876,0,0.00326619,0.00254376,0.00721778
914,5876,5876,0,0.00080246,-0.00421029,0.00722104
915,5876,5876,0,-0.000487481,-0.00230588,0.00722675
916,5876,5876,0,-0.00439405,0.0048499,0.0072282
917,5876,5876,0,-0.00289337,-0.00403382,0.00723825
918,5876,5876,0,0.00181037,-0.00341418,0.00724373
919,5876,5876,0,0.00500004,-0.00132746,0.00724787
920,5876,5876,0,-0.000332621,0.00182118,0.0072754
921,5876,5876,0,-0.00120972,-0.00112344,0.00728243
922,5876,5876,0,-0.00487058,0.00318986,0.00729126
923,5876,5876,0,0.00357234,-0.00277298,0.00729213
924,5876,5876,0,-0.002917,0.00213338,0.00729752
925,5876,5876,0,0.00182685,-0.00186929,0.00730258
926,5876,5876,0,-0.00411212,-7.91345e-05,0.00731976
927,5876,5876,0,0.000139044,0.000622053,0.00732191
928,5876,5876,0,0.00247864,0.0032997,0.00732346
929,5876,5876,0,0.00430124,-0.000568852,0.0073267
930,5876,5876,0,0.00274702,-0.000208534,0.00733185
931,5876,5876,0,0.00464742,0.00255221,0.00734809
932,5876,5876,0,-0.00316814,0.000248687,0.00735624
933,5876,5876,0,-0.00158951,0.00382754,0.00736237
934,5876,5876,0,-0.000520932,-0.000403121,0.00736769
935,5876,5876,0,0.000579634,-0.0028794,0.00737113
936,5876,5876,0,0.0029228,-0.00352727,0.0073869
937,5876,5876,0,-0.0025767,0.00367133,0.00739279
938,5876,5876,0,0.00259232,0.000777317,0.00739507
939,5876,5876,0,-0.000950238,0.00500007,0.00739747
940,5876,5876,0,-0.00208362,0.00111501,0.00741069
941,5876,5876,0,0.00421441,0.000969886,0.00741278
942,5876,5876,0,-0.00375758,-0.00100946,0.00741307
943,5876,5876,0,0.000224243,-0.00500008,0.00742535
944,5876,5876,0,0.00456135,-0.00274273,0.00743639
945,5876,5876,0,0.00226723,-0.00427986,0.00744795
946,5876,5876,0,0.000681654,0.00500002,0.0074675
947,5876,5876,0,2.06426e-06,-0.00368331,0.00751264
948,5876,5876,0,-0.001143,0.00236593,0.00753159
949,5876,5876,0,-0.0021137,-0.00196645,0.0075342
