metric,value
source_csv,data/processed/SP-002-weakplane-bulk120-weak30-cd110-0p1ms-0p3mm_thermo.csv
rows,601
peak_top_force_N,25.99465
peak_top_force_displacement_mm,0.2725
peak_bottom_force_N,25.500136
peak_bottom_force_displacement_mm,0.2725
final_intact_bonds,5159.0
final_broken_bonds,800.0
first_break_displacement_mm,0.1035
first_break_step,207000.0
