metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-WB-01-x-bulk60p034-weak15p009_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,477.8391531447739
intercept_N,-47.93377954248075
