event_index,timestep,pebble_id,new_broken_bonds,cumulative_broken_bonds,top_displacement_m,top_displacement_mm,top_force_z_N,bottom_force_z_N
1,30000,500,42,42,7.24975e-05,0.0724975,0.074858821,0
2,40000,500,18,60,9.74975e-05,0.0974975,9.0885862,0
3,70000,459,23,23,0.0001724975,0.1724975,9.0178954,0
4,70000,500,65,125,0.0001724975,0.1724975,9.0178954,0
5,80000,485,1,1,0.0001974975,0.1974975,24.392046,0
6,80000,499,23,23,0.0001974975,0.1974975,24.392046,0
7,80000,500,61,186,0.0001974975,0.1974975,24.392046,0
8,81001,485,12,13,0.0002,0.2,27.412001,0
9,81001,500,1,187,0.0002,0.2,27.412001,0
