metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CAL1-y-bulk74-weak18p5_thermo.csv
rows,601
peak_top_force_N,19.328457
peak_top_force_displacement_mm,0.28049999999999997
peak_bottom_force_N,18.684911
peak_bottom_force_displacement_mm,0.28049999999999997
final_intact_bonds,5124.0
final_broken_bonds,722.0
first_break_displacement_mm,0.10500000000000001
first_break_step,210000.0
