metric,value
source_csv,data/processed/PB-001-supported-confined-load_thermo.csv
rows,81
peak_top_force_N,128.92299
peak_top_force_displacement_mm,0.8
peak_bottom_force_N,0.059424835
peak_bottom_force_displacement_mm,0.01
final_intact_bonds,71140.0
final_broken_bonds,9536.0
first_break_displacement_mm,0.060000000000000005
first_break_step,6000.0
