metric,value
source_csv,data/processed/SP-002-CAL1-slow0p05ms-0p3mm_thermo.csv
rows,1201
peak_top_force_N,28.316779
peak_top_force_displacement_mm,0.299
peak_bottom_force_N,28.07156
peak_bottom_force_displacement_mm,0.29924999999999996
final_intact_bonds,5068.0
final_broken_bonds,778.0
first_break_displacement_mm,0.10525
first_break_step,421000.0
