pebble_id,initial_x,initial_y,initial_z,initial_radius_xy,height_bin,event_count,total_new_broken_bonds,first_event_timestep,first_event_top_displacement_mm,first_event_force_N,last_event_top_displacement_mm
255,2.86139e-05,-0.00372125,0.002162,0.003721360009159717,2,0,0,,,,
256,-0.000832226,0.00108708,0.00216681,0.001369066485411136,2,0,0,,,,
257,-0.0047244,0.00190599,0.00216785,0.005094384480984921,2,0,0,,,,
258,-0.00228145,0.00250487,0.00216829,0.0033881245283194656,2,0,0,,,,
259,-0.000796828,-0.000402705,0.0021696,0.0008928080300988562,2,0,0,,,,
260,0.00282157,-0.00278183,0.00217493,0.003962301782272521,2,0,0,,,,
261,0.00378627,-0.00440049,0.00217533,0.005805183266099357,2,0,0,,,,
262,-0.00500005,-0.00272253,0.00217872,0.005693212590743472,2,0,0,,,,
263,0.00295686,0.0034716,0.00218193,0.004560156534550102,2,0,0,,,,
264,0.00289863,-0.00394069,0.00218552,0.004891941695584689,2,0,0,,,,
265,-0.00424707,-0.00113878,0.00218745,0.004397092615956594,2,0,0,,,,
266,-0.00259361,-0.00211667,0.00218751,0.0033477014085787284,2,0,0,,,,
267,-0.00151887,-0.00224546,0.00218805,0.0027109143639185655,2,0,0,,,,
268,0.00413537,0.00413826,0.00218951,0.005850340234935059,2,0,0,,,,
269,0.000802377,-0.00175072,0.00219147,0.0019258321236621328,2,0,0,,,,
270,0.00296278,-0.00500025,0.00219307,0.005812105073972769,2,0,0,,,,
271,-0.00318833,0.00387742,0.00221322,0.005019943629693465,2,0,0,,,,
272,-0.0028567,0.00168857,0.00221871,0.003318433897925345,2,0,0,,,,
273,0.00171221,0.000275751,0.00222293,0.0017342726712085963,2,0,0,,,,
274,0.00500003,-0.00436029,0.00223022,0.006634186377017154,2,0,0,,,,
275,0.00359666,-0.00088578,0.00223209,0.0037041286916088645,2,0,0,,,,
276,-0.00320718,0.00287669,0.00223523,0.004308288396625741,2,0,0,,,,
277,0.00194165,0.00500008,0.00223725,0.005363842347506123,2,0,0,,,,
278,0.00500012,0.00294391,0.00225048,0.005802396582663064,2,0,0,,,,
279,0.00207688,0.00147294,0.00225688,0.0025461702177977026,2,0,0,,,,
280,0.0023014,0.00272079,0.00226073,0.0035635852991194135,2,0,0,,,,
281,0.00413023,-0.00172922,0.00228808,0.004477611155661019,2,0,0,,,,
282,-0.00124168,0.00270187,0.0023005,0.002973528328316379,2,0,0,,,,
283,-0.00186472,0.00159775,0.00230275,0.002455602928182812,2,0,0,,,,
284,-0.00123789,0.00500034,0.00230474,0.005151288359983354,2,0,0,,,,
285,0.00108374,-0.000497556,0.00230509,0.001192499207855502,2,0,0,,,,
286,-0.00402036,-0.00358428,0.0023116,0.00538612640475509,2,0,0,,,,
287,0.00260123,-0.000902324,0.00232374,0.0027532864206028405,2,0,0,,,,
288,0.00422478,-0.000114381,0.00233311,0.004226328082574873,2,0,0,,,,
289,0.00115368,0.00109729,0.00233561,0.0015921755200039975,2,0,0,,,,
290,0.00169311,-0.00132068,0.00233879,0.0021472813356661026,2,0,0,,,,
291,-0.00132907,-0.00409348,0.00234558,0.004303836146427975,2,0,0,,,,
292,-0.000945691,-0.00137408,0.00235418,0.0016680609442946022,2,0,0,,,,
293,-0.00458531,-0.00500003,0.00236037,0.0067841998641696875,2,0,0,,,,
294,-0.00435371,0.00437182,0.00236595,0.006169894721670704,2,0,0,,,,
295,-0.00500022,0.00360929,0.00236681,0.006166779901415324,2,0,0,,,,
296,-0.00500034,-0.00377198,0.00237265,0.00626348411317535,2,0,0,,,,
297,0.000625856,0.00500024,0.00239588,0.005039255479764447,2,0,0,,,,
298,0.000536689,0.00317579,0.00239742,0.0032208193378115762,2,0,0,,,,
299,-0.00376515,0.00206383,0.00240105,0.0042936870858738645,2,0,0,,,,
300,-0.00500011,-0.000520416,0.00241277,0.005027119734515581,2,0,0,,,,
301,-0.00349702,-0.00175738,0.00242024,0.00391376204498945,2,0,0,,,,
302,-0.00500006,-0.00175297,0.00242333,0.005298443528480793,2,0,0,,,,
303,-0.00176647,0.000208556,0.00245205,0.00177873884143682,3,0,0,,,,
304,0.00312723,0.00109593,0.00247119,0.003313703372029548,3,0,0,,,,
305,0.00500028,0.000500679,0.00247445,0.005025284025748296,3,0,0,,,,
306,0.00284965,5.39847e-05,0.00247733,0.0028501613060200803,3,0,0,,,,
