metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RES-500_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,479.78083085805764
intercept_N,-44.31041096960957
