event_index,timestep,pebble_id,new_broken_bonds,cumulative_broken_bonds,top_displacement_m,top_displacement_mm,top_force_z_N,bottom_force_z_N
1,26000,9,12,12,6.24975e-05,0.062497500000000004,0.10009976,0
2,26000,10,12,12,6.24975e-05,0.062497500000000004,0.10009976,0
3,26000,11,12,12,6.24975e-05,0.062497500000000004,0.10009976,0
4,26000,12,12,12,6.24975e-05,0.062497500000000004,0.10009976,0
5,30000,9,21,33,7.24975e-05,0.0724975,0.45535747,0
6,30000,10,21,33,7.24975e-05,0.0724975,0.45535747,0
7,30000,11,21,33,7.24975e-05,0.0724975,0.45535747,0
8,30000,12,21,33,7.24975e-05,0.0724975,0.45535747,0
9,34000,9,7,40,8.24975e-05,0.0824975,21.544013,0
10,34000,10,7,40,8.24975e-05,0.0824975,21.544013,0
11,34000,11,7,40,8.24975e-05,0.0824975,21.544013,0
12,34000,12,7,40,8.24975e-05,0.0824975,21.544013,0
13,36000,9,13,53,8.74975e-05,0.0874975,29.921174,0
14,36000,10,13,53,8.74975e-05,0.0874975,29.921174,0
15,36000,11,13,53,8.74975e-05,0.0874975,29.921174,0
16,36000,12,13,53,8.74975e-05,0.0874975,29.921174,0
17,38000,9,1,54,9.24975e-05,0.0924975,36.915952,0
18,38000,10,1,54,9.24975e-05,0.0924975,36.915952,0
19,38000,11,1,54,9.24975e-05,0.0924975,36.915952,0
20,38000,12,1,54,9.24975e-05,0.0924975,36.915952,0
21,40000,9,14,68,9.74975e-05,0.0974975,34.958104,0
22,40000,10,14,68,9.74975e-05,0.0974975,34.958104,0
23,40000,11,14,68,9.74975e-05,0.0974975,34.958104,0
24,40000,12,14,68,9.74975e-05,0.0974975,34.958104,0
25,42000,9,1,69,0.0001024975,0.1024975,41.983286,0
26,42000,10,1,69,0.0001024975,0.1024975,41.983286,0
27,42000,11,1,69,0.0001024975,0.1024975,41.983286,0
28,42000,12,1,69,0.0001024975,0.1024975,41.983286,0
29,44000,9,7,76,0.0001074975,0.1074975,40.474705,0
30,44000,10,7,76,0.0001074975,0.1074975,40.474705,0
31,44000,11,7,76,0.0001074975,0.1074975,40.474705,0
32,44000,12,7,76,0.0001074975,0.1074975,40.474705,0
33,46000,9,12,88,0.0001124975,0.1124975,27.767897,0
34,46000,10,12,88,0.0001124975,0.1124975,27.767897,0
35,46000,11,12,88,0.0001124975,0.1124975,27.767897,0
36,46000,12,12,88,0.0001124975,0.1124975,27.767897,0
37,50000,9,16,104,0.0001224975,0.12249750000000001,15.947992,0
38,50000,10,16,104,0.0001224975,0.12249750000000001,15.947992,0
39,50000,11,16,104,0.0001224975,0.12249750000000001,15.947992,0
40,50000,12,16,104,0.0001224975,0.12249750000000001,15.947992,0
41,52000,9,16,120,0.0001274975,0.12749749999999999,5.6841592,0
42,52000,10,16,120,0.0001274975,0.12749749999999999,5.6841592,0
43,52000,11,16,120,0.0001274975,0.12749749999999999,5.6841592,0
44,52000,12,16,120,0.0001274975,0.12749749999999999,5.6841592,0
45,56000,9,13,133,0.0001374975,0.1374975,24.665775,0
46,56000,10,13,133,0.0001374975,0.1374975,24.665775,0
47,56000,11,13,133,0.0001374975,0.1374975,24.665775,0
48,56000,12,13,133,0.0001374975,0.1374975,24.665775,0
