metric,value
source_csv,data/processed/SP-002-strength-25MPa_thermo.csv
rows,31
peak_top_force_N,3.9900986
peak_top_force_displacement_mm,0.125
peak_bottom_force_N,1.7828955
peak_bottom_force_displacement_mm,0.15
final_intact_bonds,6481.0
final_broken_bonds,242.0
first_break_displacement_mm,0.10500000000000001
first_break_step,21000.0
