metric,value
source_csv,data/processed/SP-002-calib-kn1e14-sig120-tau240-0p1ms_thermo.csv
rows,301
peak_top_force_N,17.956264
peak_top_force_displacement_mm,0.1425
peak_bottom_force_N,17.351172
peak_bottom_force_displacement_mm,0.1425
final_intact_bonds,6617.0
final_broken_bonds,106.0
first_break_displacement_mm,0.1155
first_break_step,231000.0
