metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RES-250_thermo.csv
rows,601
peak_top_force_N,17.905282
peak_top_force_displacement_mm,0.2945
peak_bottom_force_N,17.64642
peak_bottom_force_displacement_mm,0.2945
final_intact_bonds,2277.0
final_broken_bonds,364.0
first_break_displacement_mm,0.0955
first_break_step,191000.0
