event_index,timestep,pebble_id,new_broken_bonds,cumulative_broken_bonds,top_displacement_m,top_displacement_mm,top_force_z_N,bottom_force_z_N
1,30000,500,23,23,7.24975e-05,0.0724975,,
2,40000,498,41,41,9.74975e-05,0.0974975,,
3,40000,499,40,40,9.74975e-05,0.0974975,,
4,40000,500,40,63,9.74975e-05,0.0974975,,
5,50000,498,15,56,0.0001224975,0.12249750000000001,,
6,50000,499,28,68,0.0001224975,0.12249750000000001,,
7,50000,500,26,89,0.0001224975,0.12249750000000001,,
