metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CAL1-x-slow0p03ms-0p18mm_thermo.csv
rows,1201
peak_top_force_N,8.8429208
peak_top_force_displacement_mm,0.1584
peak_bottom_force_N,8.6945356
peak_bottom_force_displacement_mm,0.1584
final_intact_bonds,5761.0
final_broken_bonds,115.0
first_break_displacement_mm,0.10245
first_break_step,683000.0
