Step,Atoms,KinEng,erot
0,0,0,0
1,500,7.5583656e-15,0
1,500,7.5583656e-15,0
10000,500,1.1935693e-10,0
20000,500,1.1935693e-10,0
30000,500,1.1935693e-10,0
40000,500,1.1935693e-10,0
50000,500,1.1935693e-10,0
60000,500,1.1935693e-10,0
70000,500,1.1935693e-10,0
80000,500,1.1935693e-10,0
90000,500,1.1935693e-10,0
100000,500,1.1935693e-10,0
100001,500,1.1935693e-10,0
