metric,value
source_csv,data/processed/SP-002-weakplane-bulk90-weak22p5-cd90-0p1ms-0p3mm_thermo.csv
rows,601
peak_top_force_N,18.637057
peak_top_force_displacement_mm,0.24449999999999997
peak_bottom_force_N,18.067335
peak_bottom_force_displacement_mm,0.24449999999999997
final_intact_bonds,5173.0
final_broken_bonds,703.0
first_break_displacement_mm,0.1025
first_break_step,205000.0
