metric,value
source_csv,data/processed/SP-002-weakplane-bulk120-weak30-cd90-0p1ms-0p3mm_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,500.69386743057964
intercept_N,-50.240164804394816
