metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RATE-500-0p05-FULL_thermo.csv
rows,1201
peak_top_force_N,18.840352
peak_top_force_displacement_mm,0.23325
peak_bottom_force_N,18.63159
peak_bottom_force_displacement_mm,0.23325
final_intact_bonds,5422.0
final_broken_bonds,454.0
first_break_displacement_mm,0.0945
first_break_step,378000.0
