pebble_id,initial_x,initial_y,initial_z,initial_radius_xy,height_bin,event_count,total_new_broken_bonds,first_event_timestep,first_event_top_displacement_mm,first_event_force_N,last_event_top_displacement_mm
1,-0.00364428,0.000715939,0.000499337,0.0037139393331233886,1,0,0,,,,
2,-0.00456103,-0.00352236,0.000499354,0.005762813083078437,1,0,0,,,,
3,-0.00318991,-0.00255081,0.000499386,0.004084379691483151,1,0,0,,,,
4,-0.00158145,0.00360901,0.000499389,0.003940296598303229,1,0,0,,,,
5,-0.00164095,0.000231442,0.000499391,0.001657191087914728,1,0,0,,,,
6,-0.00177636,0.00154033,0.000499393,0.0023511850966055395,1,0,0,,,,
7,0.00447009,-0.00414435,0.000499409,0.006095682203871852,1,0,0,,,,
8,0.0038849,0.00112166,0.000499422,0.004043583703300823,1,0,0,,,,
9,0.00428435,-0.00157774,0.000499428,0.00456562355326192,1,0,0,,,,
10,0.00434052,0.0040467,0.000499432,0.005934298169151935,1,0,0,,,,
11,0.00196202,0.000253101,0.000499447,0.00197827768440151,1,0,0,,,,
12,-0.0013523,-0.00267366,0.000499455,0.0029961930988506064,1,0,0,,,,
13,0.00338486,0.00211245,0.000499458,0.003989952659130181,1,0,0,,,,
14,0.000264157,-0.00126005,0.00049946,0.0012874412309495918,1,0,0,,,,
15,0.00219887,0.00304859,0.000499469,0.003758846932903759,1,0,0,,,,
16,-0.00107787,0.00447447,0.000499471,0.0046024651566090105,1,0,0,,,,
17,-0.00385858,-0.00500032,0.00049955,0.006315998711114498,1,0,0,,,,
18,-0.00499276,0.00448269,0.000499552,0.006709855591121168,1,0,0,,,,
19,0.000566279,-0.00500017,0.000499554,0.005032133934499458,1,0,0,,,,
20,-0.00296426,0.00500017,0.000499568,0.005812790842314903,1,0,0,,,,
21,-0.000638357,-0.0040302,0.00049958,0.004080442586221377,1,0,0,,,,
22,-0.00396846,0.00193211,0.000499583,0.0044138105785930595,1,0,0,,,,
23,0.00159849,-0.00194618,0.000499585,0.002518489005832664,1,0,0,,,,
24,0.0010655,0.000695491,0.000499592,0.001272398515041966,1,0,0,,,,
25,0.00356249,-0.000554288,0.000499597,0.0036053529906299054,1,0,0,,,,
