metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CWB-13-y-bulk55p07-weak13p767_thermo.csv
rows,601
peak_top_force_N,13.862439
peak_top_force_displacement_mm,0.292
peak_bottom_force_N,13.016059
peak_bottom_force_displacement_mm,0.2915
final_intact_bonds,5020.0
final_broken_bonds,826.0
first_break_displacement_mm,0.104
first_break_step,208000.0
