Step,Atoms,KinEng,top_disp,top_forc,bottom_f,bond_cre,bond_bro,bond_int
0,6000,0,0
1,6000,0,0.004969
1,6000,0,-0,0,0,0,0,0
101,6000,0,0,0,0,0,0,70512
101,6000,0,0,0,0,0,0,0
1000,6000,0,2.2475e-06,0,0,0,0,70512
1101,6000,0,2.5e-06,0,0,0,0,70512
