Step,Atoms,KinEng,erot
0,0,0,0
10000,50,1.1935693e-11,0
20000,50,1.1935693e-11,0
30000,50,1.1935693e-11,0
40000,50,1.1935693e-11,0
50000,50,1.1935693e-11,0
60000,50,1.1935693e-11,0
70000,50,1.1935693e-11,0
80000,50,1.1935693e-11,0
80000,50,1.1935693e-11,0
90000,50,1.1935693e-11,0
100000,50,1.1935693e-11,0
110000,50,1.1935693e-11,0
120000,50,1.1935693e-11,0
130000,50,1.1935693e-11,0
