timestep,intact_bonds,fragment_count,largest_fragment_particles,second_fragment_particles,single_particle_fragments
0,0,1000,1,1,1000
5000,12513,1,1000,0,0
10000,12513,1,1000,0,0
15000,12513,1,1000,0,0
20000,12513,1,1000,0,0
25000,12513,1,1000,0,0
30000,12513,1,1000,0,0
35000,12513,1,1000,0,0
40000,12513,1,1000,0,0
45000,12513,1,1000,0,0
50000,12513,1,1000,0,0
55000,12513,1,1000,0,0
60000,12513,1,1000,0,0
65000,12513,1,1000,0,0
70000,12513,1,1000,0,0
75000,12513,1,1000,0,0
80000,12513,1,1000,0,0
85000,12513,1,1000,0,0
90000,12513,1,1000,0,0
95000,12513,1,1000,0,0
100000,12513,1,1000,0,0
105000,12513,1,1000,0,0
110000,12513,1,1000,0,0
115000,12513,1,1000,0,0
120000,12513,1,1000,0,0
125000,12513,1,1000,0,0
130000,12513,1,1000,0,0
135000,12513,1,1000,0,0
140000,12513,1,1000,0,0
145000,12513,1,1000,0,0
150000,12513,1,1000,0,0
155000,12513,1,1000,0,0
160000,12513,1,1000,0,0
165000,12513,1,1000,0,0
170000,12513,1,1000,0,0
175000,12513,1,1000,0,0
180000,12513,1,1000,0,0
185000,12513,1,1000,0,0
190000,12513,1,1000,0,0
195000,11855,2,999,1,1
200000,11855,2,999,1,1
205000,11845,2,999,1,1
210000,11842,3,504,495,1
215000,11842,3,504,495,1
220000,11841,3,504,495,1
225000,11827,4,503,495,2
230000,11827,4,503,495,2
235000,11827,4,503,495,2
240000,11827,4,503,495,2
245000,11814,5,502,495,3
250000,11814,5,502,495,3
255000,11803,6,502,494,4
260000,11801,6,502,494,4
265000,11796,6,502,494,4
270000,11773,9,501,492,7
275000,11773,9,501,492,7
280000,11773,9,501,492,7
285000,11755,9,501,492,7
290000,11755,9,501,492,7
295000,11754,9,501,492,7
300000,11714,12,501,489,10
305000,11714,12,501,489,10
310000,11689,15,499,488,13
315000,11689,15,499,488,13
320000,11689,15,499,488,13
325000,11687,15,499,488,13
330000,11675,16,499,487,14
335000,11675,16,499,487,14
340000,11675,16,499,487,14
345000,11649,17,499,486,15
350000,11617,19,497,486,17
355000,11589,22,496,484,20
360000,11553,24,496,482,22
365000,11524,26,495,481,24
370000,11506,28,493,481,26
375000,11471,30,491,481,28
380000,11432,31,491,480,29
385000,11402,32,491,479,30
390000,11374,35,491,476,33
395000,11327,38,489,475,36
400000,11312,39,488,475,37
405000,11302,40,487,475,38
410000,11290,40,487,475,38
415000,11280,41,487,474,39
420000,11263,43,487,472,41
425000,11263,43,487,472,41
430000,11219,46,485,471,44
435000,11201,48,483,471,46
440000,11151,51,483,468,49
445000,11102,55,479,468,53
450000,11056,58,477,467,56
455000,11018,62,476,464,60
460000,11018,62,476,464,60
465000,11018,62,476,464,60
470000,11007,63,476,463,61
475000,10990,64,476,462,62
480000,10976,65,475,462,63
485000,10863,73,470,459,71
490000,10851,74,470,458,72
495000,10851,74,470,458,72
500000,10828,75,469,458,73
505000,10743,81,466,455,79
510000,10725,84,463,455,82
515000,10660,87,462,453,85
520000,10640,89,460,453,87
525000,10617,90,459,453,88
530000,10598,90,459,453,88
535000,10589,91,458,453,89
540000,10587,91,458,453,89
545000,10558,93,458,451,91
550000,10527,95,457,450,93
555000,10523,95,457,450,93
560000,10502,96,457,449,94
565000,10441,99,454,449,97
570000,10417,100,453,449,98
575000,10379,103,451,448,101
580000,10363,105,449,448,103
585000,10355,106,448,448,104
590000,10321,108,447,447,106
595000,10288,110,446,446,108
600000,10272,111,446,445,109
