metric,value
source_csv,data/processed/SP-002-calib-kn1e14-120MPa-0p1ms_thermo.csv
rows,301
peak_top_force_N,18.450117
peak_top_force_displacement_mm,0.14300000000000002
peak_bottom_force_N,17.900636
peak_bottom_force_displacement_mm,0.14300000000000002
final_intact_bonds,6617.0
final_broken_bonds,106.0
first_break_displacement_mm,0.1155
first_break_step,231000.0
