timestep,intact_bonds,fragment_count,largest_fragment_particles,second_fragment_particles,single_particle_fragments
0,0,500,1,1,500
5000,4935,1,500,0,0
10000,4935,1,500,0,0
15000,4935,1,500,0,0
20000,4935,1,500,0,0
25000,4935,1,500,0,0
30000,4935,1,500,0,0
35000,4935,1,500,0,0
40000,4935,1,500,0,0
45000,4935,1,500,0,0
50000,4935,1,500,0,0
55000,4935,1,500,0,0
60000,4935,1,500,0,0
65000,4935,1,500,0,0
70000,4935,1,500,0,0
75000,4935,1,500,0,0
80000,4935,1,500,0,0
85000,4935,1,500,0,0
90000,4935,1,500,0,0
95000,4935,1,500,0,0
100000,4935,1,500,0,0
105000,4935,1,500,0,0
110000,4935,1,500,0,0
115000,4935,1,500,0,0
120000,4935,1,500,0,0
125000,4935,1,500,0,0
130000,4935,1,500,0,0
135000,4935,1,500,0,0
140000,4935,1,500,0,0
145000,4935,1,500,0,0
150000,4935,1,500,0,0
155000,4935,1,500,0,0
160000,4935,1,500,0,0
165000,4935,1,500,0,0
170000,4935,1,500,0,0
175000,4935,1,500,0,0
180000,4935,1,500,0,0
185000,4928,2,499,1,1
190000,4928,2,499,1,1
195000,4928,2,499,1,1
200000,4919,3,498,1,2
205000,4915,4,250,248,2
210000,4915,4,250,248,2
215000,4915,4,250,248,2
220000,4915,4,250,248,2
225000,4915,4,250,248,2
230000,4915,4,250,248,2
235000,4915,4,250,248,2
240000,4907,4,250,248,2
245000,4902,5,250,247,3
250000,4902,5,250,247,3
255000,4902,5,250,247,3
260000,4891,6,249,247,4
265000,4891,6,249,247,4
270000,4882,7,249,246,5
275000,4858,9,248,245,7
280000,4858,9,248,245,7
285000,4854,9,248,245,7
290000,4853,9,248,245,7
295000,4845,10,247,245,8
300000,4845,10,247,245,8
305000,4827,11,246,245,9
310000,4827,11,246,245,9
315000,4806,13,245,244,11
320000,4806,13,245,244,11
325000,4806,13,245,244,11
330000,4806,13,245,244,11
335000,4797,14,245,243,12
340000,4797,14,245,243,12
345000,4779,16,243,243,14
350000,4768,17,243,242,15
355000,4768,17,243,242,15
360000,4757,19,243,240,17
365000,4746,20,242,240,18
370000,4746,20,242,240,18
375000,4722,22,242,238,20
380000,4719,22,242,238,20
385000,4683,25,240,237,23
390000,4683,25,240,237,23
395000,4683,25,240,237,23
400000,4683,25,240,237,23
405000,4663,27,238,236,24
410000,4630,30,236,235,27
415000,4630,30,236,235,27
420000,4630,30,236,235,27
425000,4630,30,236,235,27
430000,4613,32,236,233,29
435000,4613,32,236,233,29
440000,4613,32,236,233,29
445000,4586,34,234,233,31
450000,4542,37,233,231,34
455000,4542,37,233,231,34
460000,4542,37,233,231,34
465000,4542,37,233,231,34
470000,4542,37,233,231,34
475000,4535,38,232,231,35
480000,4526,39,232,230,36
485000,4526,39,232,230,36
490000,4498,42,231,229,40
495000,4497,42,231,229,40
500000,4465,44,229,229,42
505000,4463,44,229,229,42
510000,4436,47,228,227,45
515000,4436,47,228,227,45
520000,4407,49,227,226,47
525000,4407,49,227,226,47
530000,4370,53,225,224,51
535000,4370,53,225,224,51
540000,4337,57,223,222,55
545000,4308,59,222,221,57
550000,4297,60,222,220,58
555000,4270,62,221,219,60
560000,4270,62,221,219,60
565000,4250,63,221,218,61
570000,4250,63,221,218,61
575000,4233,64,221,216,61
580000,4233,64,221,216,61
585000,4233,64,221,216,61
590000,4205,67,221,213,64
595000,4192,68,220,213,65
600000,4192,68,220,213,65
