timestep,pebble_id,pebble_z_mm,rank_from_top,reference_step,initial_internal_bonds,intact_internal_bonds,broken_internal_bonds,delta_broken_since_previous_dump,top_displacement_m,top_displacement_mm,top_force_z_N,bottom_force_z_N,side_force_z_N,all_wall_force_z_N
20000,16,0.497748,79,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,17,0.497555,82,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,18,0.496646,94,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,19,0.499849,74,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,20,0.496893,89,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,21,1.20503,66,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,22,1.42969,52,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,23,1.39629,56,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,24,0.497139,86,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,25,1.43474,51,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,26,0.709228,73,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,27,0.496768,91,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,28,1.43732,49,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,29,0.497716,81,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,30,0.991983,70,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,31,0.496653,93,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,32,1.37979,57,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,33,1.60079,42,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,34,1.42701,54,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,35,1.4282,53,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,36,2.08406,28,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,37,0.496918,88,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,38,1.95194,33,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,39,1.306,60,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,40,1.82941,40,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
20000,41,1.07792,69,20000,4935,4935,0,0,5e-06,0.005,0.016378015,-0.030637779,-0.0050291432,-0.019288906
