Step,Atoms,KinEng,top_disp,top_forc,bottom_f,side_for,all_wall,bond_cre,bond_bro,bond_int
1,50000,4.5347186e-20,0,0,-0.035514576,-1.3484619e-09,-0.035514577,0,0,0
100,50000,5.98323e-11,0,0,-0.035336855,1.1362994e-06,-0.035335719,0,0,493500
200,50000,1.0101299e-10,0,0,-0.035328269,8.6813265e-06,-0.035319588,0,0,493500
300,50000,1.4833456e-10,0,0,-0.035262033,4.7348025e-05,-0.035214685,0,0,493500
400,50000,2.5935934e-10,0,0,-0.035187792,9.8952531e-05,-0.03508884,0,0,493500
500,50000,3.7231389e-10,0,0,-0.035118654,0.00013947551,-0.034979178,0,0,493500
600,50000,4.6832352e-10,0,5.2495223e-07,-0.034980814,0.00018354207,-0.034796747,0,0,493500
700,50000,6.0132069e-10,0,8.5516204e-07,-0.034797546,0.00024080232,-0.034555888,0,0,493500
800,50000,7.3688987e-10,0,1.2272202e-06,-0.034617214,0.00031398246,-0.034302004,0,0,493500
900,50000,8.4694352e-10,0,1.7713789e-06,-0.034438612,0.00040214364,-0.034034697,0,0,493500
1000,50000,9.6500511e-10,0,2.4275326e-06,-0.034211986,0.00048262501,-0.033726933,0,0,493500
1001,50000,9.6628074e-10,0,2.4342916e-06,-0.0342101,0.00048339158,-0.033724274,0,0,493500
1001,50000,9.6628074e-10,0,4.8689289e-06,-0.068420315,0.00096938866,-0.067446057,0,0,0
1001,50000,9.6628074e-10,0,7.3035662e-06,-0.10263053,0.0014553857,-0.10116784,0,0,0
1100,50000,1.0948015e-09,0,3.1721009e-06,-0.034042032,0.00056546285,-0.033473397,0,0,493500
1200,50000,1.1718132e-09,0,4.0352774e-06,-0.033801094,0.00065801212,-0.033139046,0,0,493500
1201,50000,1.1726051e-09,0,4.0441412e-06,-0.033798008,0.00065899346,-0.033134971,0,0,493500
1201,50000,1.1726051e-09,0,8.088483e-06,-0.067595656,0.0013180203,-0.066269547,0,0,0
1201,50000,1.1726051e-09,0,1.2132825e-05,-0.1013933,0.0019770472,-0.099404123,0,0,0
1300,50000,1.2687838e-09,0,4.9753938e-06,-0.033516763,0.000767229,-0.032744559,0,0,493500
1400,50000,1.3668307e-09,0,6.0111601e-06,-0.033241644,0.00088527872,-0.032350354,0,0,493500
1401,50000,1.3677947e-09,0,6.0217005e-06,-0.033238748,0.00088642458,-0.032346302,0,0,493500
1401,50000,1.3677947e-09,0,1.2043532e-05,-0.066477426,0.001772856,-0.064692526,0,0,0
1401,50000,1.3677947e-09,0,1.8065364e-05,-0.099716104,0.0026592874,-0.097038751,0,0,0
1500,50000,1.4307426e-09,0,7.182861e-06,-0.032942268,0.00099531297,-0.031939772,0,0,493500
1600,50000,1.5042077e-09,0,8.5689272e-06,-0.032632582,0.0011081072,-0.031515906,0,0,493500
1601,50000,1.5048742e-09,0,8.583351e-06,-0.032629264,0.0011092954,-0.031511386,0,0,493500
1601,50000,1.5048742e-09,0,1.7167283e-05,-0.065258414,0.0022186287,-0.063022618,0,0,0
1601,50000,1.5048742e-09,0,2.5751215e-05,-0.097887563,0.003327962,-0.09453385,0,0,0
1700,50000,1.5839106e-09,0,1.00679e-05,-0.032317133,0.0012280515,-0.031079014,0,0,493500
1800,50000,1.642065e-09,0,1.161996e-05,-0.03204524,0.0013570161,-0.030676604,0,0,493500
1801,50000,1.642621e-09,0,1.1636247e-05,-0.032042184,0.0013583894,-0.030672158,0,0,493500
1801,50000,1.642621e-09,0,2.3272798e-05,-0.064084247,0.0027204237,-0.06134055,0,0,0
1801,50000,1.642621e-09,0,3.490935e-05,-0.09612631,0.0040824581,-0.092008943,0,0,0
1900,50000,1.6962734e-09,0,1.3347393e-05,-0.031677635,0.0014880495,-0.030176238,0,0,493500
2000,50000,1.7616556e-09,0,1.5108858e-05,-0.031311127,0.0016025513,-0.029693467,0,0,493500
2001,50000,1.7625437e-09,0,1.5126232e-05,-0.031307757,0.0016037351,-0.029688896,0,0,493500
2001,50000,1.7625437e-09,0,3.0252158e-05,-0.062615608,0.0032234933,-0.059361863,0,0,0
