metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-RATE-500-0p03-FULL_thermo.csv
rows,2001
peak_top_force_N,17.350181
peak_top_force_displacement_mm,0.2457
peak_bottom_force_N,17.198832
peak_bottom_force_displacement_mm,0.2457
final_intact_bonds,5355.0
final_broken_bonds,521.0
first_break_displacement_mm,0.0945
first_break_step,630000.0
