metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CAL1-orient-xy30_thermo.csv
rows,601
peak_top_force_N,27.366449
peak_top_force_displacement_mm,0.2665
peak_bottom_force_N,26.892808
peak_bottom_force_displacement_mm,0.2665
final_intact_bonds,5035.0
final_broken_bonds,804.0
first_break_displacement_mm,0.1055
first_break_step,211000.0
