metric,value
source_csv,data/processed/SP-002-stiffness-kn2e14_thermo.csv
rows,241
peak_top_force_N,1.5553246
peak_top_force_displacement_mm,0.1035
peak_bottom_force_N,1.6759937
peak_bottom_force_displacement_mm,0.1105
final_intact_bonds,1996.0
final_broken_bonds,4727.0
first_break_displacement_mm,0.1005
first_break_step,201000.0
