metric,value
source_csv,/Users/wangjian-macbook13/Documents/颗粒破碎统计研究/data/processed/SP-002-CAL1-x-slow0p05ms-0p3mm_thermo.csv
force_threshold_N,0.05
fit_points,6
initial_stiffness_N_per_mm,435.6976617160327
intercept_N,-43.682107841033805
