mother_i,mother_j,subcontacts,force_sum_N,force_max_N,overlap_max_m
3,35,1,0.00014657754207722274,0.00014657754207722274,1.9654e-08
8,59,1,8.294641112706443e-06,8.294641112706443e-06,2.8758e-09
18,26,2,0.001194035671616373,0.000788790614840846,5.88781e-08
26,27,1,0.00022404822574660128,0.00022404822574660128,2.52538e-08
26,40,2,0.0007489460758912577,0.0005402919812518042,4.59181e-08
27,43,1,0.00046286381277278526,0.00046286381277278526,4.13494e-08
28,35,1,4.868746884062058e-05,4.868746884062058e-05,9.30271e-09
29,71,1,3.485669554777102e-05,3.485669554777102e-05,7.67768e-09
34,81,1,1.107559843427388e-05,1.107559843427388e-05,2.83846e-09
40,72,1,0.004022345709951968,0.004022345709951968,1.7317e-07
40,74,1,0.0011777178194904796,0.0011777178194904796,7.95495e-08
43,58,1,0.00030439575176621634,0.00030439575176621634,3.24881e-08
55,89,1,0.0005881215359753459,0.0005881215359753459,5.17873e-08
58,72,1,0.0011926591676526869,0.0011926591676526869,7.66428e-08
58,83,1,0.0013242622358955194,0.0013242622358955194,8.98622e-08
62,70,1,2.4643123252953875e-05,2.4643123252953875e-05,5.55112e-09
70,76,1,2.1970203358833528e-05,2.1970203358833528e-05,5.62453e-09
72,96,2,0.003822972962072589,0.0026298221918494794,1.33045e-07
